"EP Code:n","LOP A/C No:n","A/C Name","Reported BI Name","Reported TO Name","BI/Omni Code","BI Name","Mother BI/Omni Code","BI TO Code","BI TO Name"
"GSA","G00101046","XXX","XXX","XXX","INS_1991","XXX","","BIT_0646","XXX"
"GSA","G00101053","XXX","XXX","XXX","INS_2247","XXX","","BIT_1665","XXX"
"GSA","G00101161","XXX","XXX","XXX","INS_1858","XXX","","BIT_0009","XXX"
"GSA","G00101173","XXX","XXX","XXX","INS_1957","XXX","","BIT_0317","XXX"
"GSA","G00101188","XXX","XXX","XXX","HED_1394","XXX","","BIT_0009","XXX"
"GSA","G00101194","XXX","XXX","XXX","INS_1860","XXX","","BIT_0009","XXX"
"GSA","G00101197","XXX","XXX","XXX","INS_2217","XXX","","BIT_0407","XXX"
"GSA","G00101202","XXX","XXX","XXX","INS_1862","XXX","","BIT_0098","XXX"
"GSA","G00101294","XXX","XXX","XXX","HED_1438","XXX","","BIT_1391","XXX"
"GSA","G00101295","XXX","XXX","XXX","INS_1895","XXX","","BIT_0009","XXX"
"GSA","G00101301","XXX","XXX","XXX","INS_1045","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00101370","XXX","XXX","XXX","INS_0799","XXX","","BIT_0646","XXX"
"GSA","G00101371","XXX","XXX","XXX","INS_1971","XXX","","BIT_0646","XXX"
"GSA","G00101375","XXX","XXX","XXX","INS_0781","XXX","","BIT_0646","XXX"
"GSA","G00101379","XXX","XXX","XXX","INS_0797","XXX","","BIT_0646","XXX"
"GSA","G00101381","XXX","XXX","XXX","INS_0782","XXX","","BIT_0646","XXX"
"GSA","G00101382","XXX","XXX","XXX","INS_0786","XXX","","BIT_0646","XXX"
"GSA","G00101386","XXX","XXX","XXX","INS_0800","XXX","","BIT_0646","XXX"
"GSA","G00101389","XXX","XXX","XXX","INS_1498","XXX","","BIT_0646","XXX"
"GSA","G00101392","XXX","XXX","XXX","INS_0798","XXX","","BIT_0646","XXX"
"GSA","G00101395","XXX","XXX","XXX","INS_0781","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101399","XXX","XXX","XXX","INS_0782","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101403","XXX","XXX","XXX","INS_0783","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101411","XXX","XXX","XXX","INS_0784","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101415","XXX","XXX","XXX","INS_1498","XXX","","BIT_1401","XXX"
"GSA","G00101426","XXX","XXX","XXX","INS_0785","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101449","XXX","XXX","XXX","HED_1488","XXX","","BIT_0096","XXX"
"GSA","G00101533","XXX","XXX","XXX","INS_0786","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00101545","XXX","XXX","XXX","INS_2391","XXX","","BIT_0772","XXX"
"GSA","G00101680","XXX","XXX","XXX","INS_2110","XXX","","BIT_0772","XXX"
"GSA","G00101729","XXX","XXX","XXX","INS_1066","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00101757","XXX","XXX","XXX","INS_1067","XXX","OMN_0019","BIT_0806","XXX"
"GSA","G00101824","XXX","XXX","XXX","INS_2516","XXX","","BIT_0018","XXX"
"GSA","G00101843","XXX","XXX","XXX","INS_0745","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00101984","XXX","XXX","XXX","HED_1746","XXX","","BIT_0898","XXX"
"GSA","G00102054","XXX","XXX","XXX","HED_0835","XXX","","BIT_0009","XXX"
"GSA","G00102144","XXX","XXX","XXX","HED_0819","XXX","","BIT_0009","XXX"
"GSA","G00102267","XXX","XXX","XXX","INS_2515","XXX","","BIT_0646","XXX"
"GSA","G00102379","XXX","XXX","XXX","HED_0461","XXX","","BIT_0338","XXX"
"GSA","G00102392","XXX","XXX","XXX","HED_0461","XXX","","BIT_0338","XXX"
"GSA","G00102395","XXX","XXX","XXX","HED_0461","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00102423","XXX","XXX","XXX","HED_0826","XXX","","BIT_0009","XXX"
"GSA","G00102523","XXX","XXX","XXX","INS_1239","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00102547","XXX","XXX","XXX","HED_1861","XXX","","BIT_0772","XXX"
"GSA","G00102571","XXX","XXX","XXX","HED_1862","XXX","","BIT_0772","XXX"
"GSA","G00102573","XXX","XXX","XXX","HED_1863","XXX","","BIT_0018","XXX"
"GSA","G00102574","XXX","XXX","XXX","HED_1850","XXX","","BIT_0926","XXX"
"GSA","G00103152","XXX","XXX","XXX","INS_1049","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00103893","XXX","XXX","XXX","HED_1001","XXX","OMN_0019","BIT_0997","XXX"
"GSA","G00104277","XXX","XXX","XXX","HED_0236","XXX","","BIT_0338","XXX"
"GSA","G00104823","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00104835","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104838","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104842","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00104865","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104868","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00104871","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00104882","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104898","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104908","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104919","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00104926","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00104938","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00105110","XXX","XXX","XXX","INS_0344","XXX","","","XXX"
"GSA","G00105118","XXX","XXX","XXX","INS_0344","XXX","OMN_0019","","XXX"
"GSA","G00105247","XXX","XXX","XXX","INS_1068","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00105448","XXX","XXX","XXX","INS_0706","XXX","OMN_0019","BIT_1029","XXX"
"GSA","G00105451","XXX","XXX","XXX","INS_0706","XXX","OMN_0019","BIT_1029","XXX"
"GSA","G00105452","XXX","XXX","XXX","INS_0706","XXX","OMN_0019","BIT_1029","XXX"
"GSA","G00105907","XXX","XXX","XXX","INS_0901","XXX","","BIT_0806","XXX"
"GSA","G00106329","XXX","XXX","XXX","INS_0509","XXX","","BIT_0515","XXX"
"GSA","G00106888","XXX","XXX","XXX","INS_0787","XXX","","BIT_0646","XXX"
"GSA","G00107257","XXX","XXX","XXX","INS_0563","XXX","OMN_0019","BIT_0065","XXX"
"GSA","G00107363","XXX","XXX","XXX","HED_0236","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00107771","XXX","XXX","XXX","INS_0680","XXX","","BIT_0317","XXX"
"GSA","G00107775","XXX","XXX","XXX","INS_0680","XXX","","BIT_0317","XXX"
"GSA","G00107849","XXX","XXX","XXX","INS_1069","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00109307","XXX","XXX","XXX","HED_1126","XXX","","BIT_1113","XXX"
"GSA","G00109479","XXX","XXX","XXX","INS_0454","XXX","OMN_0019","BIT_0445","XXX"
"GSA","G00109484","XXX","XXX","XXX","INS_2601","XXX","","BIT_0018","XXX"
"GSA","G00111066","XXX","XXX","XXX","HED_0470","XXX","OMN_0019","BIT_0096","XXX"
"GSA","G00112771","XXX","XXX","XXX","INS_1056","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112774","XXX","XXX","XXX","INS_1057","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112775","XXX","XXX","XXX","INS_1058","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112776","XXX","XXX","XXX","INS_1059","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112777","XXX","XXX","XXX","INS_1061","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112781","XXX","XXX","XXX","INS_1060","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00112974","XXX","XXX","XXX","INS_0746","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00113508","XXX","XXX","XXX","INS_2601","XXX","","BIT_0895","XXX"
"GSA","G00113516","XXX","XXX","XXX","HED_0638","XXX","OMN_0019","BIT_0895","XXX"
"GSA","G00113635","XXX","XXX","XXX","HED_0643","XXX","OMN_0019","BIT_0180","XXX"
"GSA","G00114039","XXX","XXX","XXX","HED_0064","XXX","OMN_0019","BIT_0147","XXX"
"GSA","G00114522","XXX","XXX","XXX","INS_0604","XXX","","BIT_0646","XXX"
"GSA","G00114533","XXX","XXX","XXX","INS_0604","XXX","","BIT_0646","XXX"
"GSA","G00115330","XXX","XXX","XXX","HED_0852","XXX","","BIT_0009","XXX"
"GSA","G00115599","XXX","XXX","XXX","HED_0461","XXX","","BIT_0338","XXX"
"GSA","G00116435","XXX","XXX","XXX","INS_0015","XXX","","BIT_0044","XXX"
"GSA","G00116436","XXX","XXX","XXX","INS_0015","XXX","","BIT_0044","XXX"
"GSA","G00116437","XXX","XXX","XXX","INS_0015","XXX","","BIT_0044","XXX"
"GSA","G00116438","XXX","XXX","XXX","INS_0756","XXX","","BIT_0044","XXX"
"GSA","G00116439","XXX","XXX","XXX","INS_0756","XXX","","BIT_0044","XXX"
"GSA","G00116440","XXX","XXX","XXX","INS_0756","XXX","","BIT_0044","XXX"
"GSA","G00116454","XXX","XXX","XXX","INS_0015","XXX","","BIT_0044","XXX"
"GSA","G00116457","XXX","XXX","XXX","INS_0756","XXX","","BIT_0044","XXX"
"GSA","G00117520","XXX","XXX","XXX","INS_1062","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00117532","XXX","XXX","XXX","INS_1063","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00118020","XXX","XXX","XXX","INS_0100","XXX","","BIT_0044","XXX"
"GSA","G00118732","XXX","XXX","XXX","INS_1197","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00118777","XXX","XXX","XXX","INS_1070","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00118778","XXX","XXX","XXX","INS_1070","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00119050","XXX","XXX","XXX","INS_0747","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00119140","XXX","XXX","XXX","INS_0733","XXX","OMN_0019","BIT_0772","XXX"
"GSA","G00119644","XXX","XXX","XXX","HED_0764","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00120389","XXX","XXX","XXX","INS_1055","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00120446","XXX","XXX","XXX","INS_0902","XXX","","BIT_0806","XXX"
"GSA","G00120563","XXX","XXX","XXX","INS_0729","XXX","","BIT_0098","XXX"
"GSA","G00120644","XXX","XXX","XXX","INS_0004","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00121231","XXX","XXX","XXX","INS_0563","XXX","","BIT_0366","XXX"
"GSA","G00121356","XXX","XXX","XXX","INS_0878","XXX","OMN_0019","BIT_0180","XXX"
"GSA","G00121747","XXX","XXX","XXX","INS_1337","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00122270","XXX","XXX","XXX","INS_0168","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00122638","XXX","XXX","XXX","INS_1071","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00123208","XXX","XXX","XXX","INS_1207","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00123627","XXX","XXX","XXX","INS_1072","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00124210","XXX","XXX","XXX","INS_0109","XXX","OMN_0019","BIT_0065","XXX"
"GSA","G00124476","XXX","XXX","XXX","HED_0906","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00124771","XXX","XXX","XXX","INS_0734","XXX","OMN_0019","BIT_0772","XXX"
"GSA","G00125088","XXX","XXX","XXX","INS_0182","XXX","OMN_0019","BIT_0130","XXX"
"GSA","G00125748","XXX","XXX","XXX","INS_1303","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00125754","XXX","XXX","XXX","INS_1304","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00125757","XXX","XXX","XXX","INS_1304","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00125932","XXX","XXX","XXX","INS_0748","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00127359","XXX","XXX","XXX","INS_0134","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00128876","XXX","XXX","XXX","INS_1046","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00129782","XXX","XXX","XXX","INS_1073","XXX","OMN_0019","BIT_0806","XXX"
"GSA","G00129785","XXX","XXX","XXX","INS_1074","XXX","OMN_0019","BIT_0806","XXX"
"GSA","G00129945","XXX","XXX","XXX","INS_0384","XXX","OMN_0019","BIT_0335","XXX"
"GSA","G00132702","XXX","XXX","XXX","INS_0749","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00132763","XXX","XXX","XXX","HED_0689","XXX","OMN_0019","BIT_0926","XXX"
"GSA","G00132857","XXX","XXX","XXX","INS_1401","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00133403","XXX","XXX","XXX","HED_0831","XXX","","BIT_0096","XXX"
"GSA","G00133405","XXX","XXX","XXX","HED_0359","XXX","OMN_0019","BIT_0096","XXX"
"GSA","G00133406","XXX","XXX","XXX","HED_0077","XXX","","BIT_0096","XXX"
"GSA","G00133781","XXX","XXX","XXX","INS_0788","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00134166","XXX","XXX","XXX","INS_0688","XXX","","BIT_0040","XXX"
"GSA","G00134168","XXX","XXX","XXX","INS_0688","XXX","","BIT_0040","XXX"
"GSA","G00134171","XXX","XXX","XXX","INS_0689","XXX","","BIT_0040","XXX"
"GSA","G00134860","XXX","XXX","XXX","INS_0934","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00135324","XXX","XXX","XXX","HED_0457","XXX","","BIT_0180","XXX"
"GSA","G00135867","XXX","XXX","XXX","HED_0455","XXX","","BIT_0147","XXX"
"GSA","G00136468","XXX","XXX","XXX","INS_0935","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00136469","XXX","XXX","XXX","INS_1138","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00136705","XXX","XXX","XXX","INS_0903","XXX","","BIT_0806","XXX"
"GSA","G00137408","XXX","XXX","XXX","HED_0728","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00137451","XXX","XXX","XXX","INS_2111","XXX","","BIT_0911","XXX"
"GSA","G00137538","XXX","XXX","XXX","HED_0237","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00137543","XXX","XXX","XXX","HED_0237","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00137545","XXX","XXX","XXX","HED_0237","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00137818","XXX","XXX","XXX","HED_0549","XXX","OMN_0019","BIT_0452","XXX"
"GSA","G00137819","XXX","XXX","XXX","HED_0549","XXX","OMN_0020","BIT_0452","XXX"
"GSA","G00138252","XXX","XXX","XXX","INS_0200","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00138802","XXX","XXX","XXX","INS_0689","XXX","","BIT_0040","XXX"
"GSA","G00139379","XXX","XXX","XXX","INS_0676","XXX","","BIT_0180","XXX"
"GSA","G00139446","XXX","XXX","XXX","INS_0475","XXX","OMN_0019","BIT_0147","XXX"
"GSA","G00140110","XXX","XXX","XXX","HED_0692","XXX","OMN_0019","BIT_0452","XXX"
"GSA","G00140427","XXX","XXX","XXX","INS_0004","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00140428","XXX","XXX","XXX","INS_0004","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00140455","XXX","XXX","XXX","INS_0750","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00140611","XXX","XXX","XXX","INS_0789","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00141049","XXX","XXX","XXX","HED_0575","XXX","OMN_0019","BIT_0868","XXX"
"GSA","G00141909","XXX","XXX","XXX","HED_0463","XXX","","BIT_0335","XXX"
"GSA","G00142106","XXX","XXX","XXX","HED_0654","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00142153","XXX","XXX","XXX","HED_0654","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00142180","XXX","XXX","XXX","HED_0654","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00142181","XXX","XXX","XXX","HED_0654","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00143097","XXX","XXX","XXX","INS_0790","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00143929","XXX","XXX","XXX","HED_0568","XXX","","BIT_0862","XXX"
"GSA","G00143930","XXX","XXX","XXX","HED_0568","XXX","","BIT_0862","XXX"
"GSA","G00143933","XXX","XXX","XXX","HED_0568","XXX","","BIT_0862","XXX"
"GSA","G00143935","XXX","XXX","XXX","HED_0568","XXX","OMN_0019","BIT_0862","XXX"
"GSA","G00143937","XXX","XXX","XXX","HED_0568","XXX","OMN_0019","BIT_0862","XXX"
"GSA","G00143940","XXX","XXX","XXX","HED_0567","XXX","","BIT_0862","XXX"
"GSA","G00143942","XXX","XXX","XXX","HED_0567","XXX","","BIT_0862","XXX"
"GSA","G00143944","XXX","XXX","XXX","HED_0567","XXX","OMN_0019","BIT_0862","XXX"
"GSA","G00143946","XXX","XXX","XXX","HED_0567","XXX","OMN_0019","BIT_0862","XXX"
"GSA","G00143949","XXX","XXX","XXX","HED_0567","XXX","","BIT_0862","XXX"
"GSA","G00144192","XXX","XXX","XXX","INS_2248","XXX","","BIT_1665","XXX"
"GSA","G00144213","XXX","XXX","XXX","INS_0791","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00144286","XXX","XXX","XXX","INS_1432","XXX","","BIT_0912","XXX"
"GSA","G00144662","XXX","XXX","XXX","INS_2120","XXX","","BIT_0911","XXX"
"GSA","G00144902","XXX","XXX","XXX","INS_0523","XXX","OMN_0019","BIT_0772","XXX"
"GSA","G00145192","XXX","XXX","XXX","INS_0998","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00147325","XXX","XXX","XXX","INS_0904","XXX","","BIT_0806","XXX"
"GSA","G00147546","XXX","XXX","XXX","HED_0506","XXX","","BIT_0785","XXX"
"GSA","G00147965","XXX","XXX","XXX","INS_1075","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00147981","XXX","XXX","XXX","INS_1354","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00147987","XXX","XXX","XXX","INS_1076","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00148014","XXX","XXX","XXX","INS_0751","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00148617","XXX","XXX","XXX","INS_0926","XXX","","BIT_0912","XXX"
"GSA","G00148619","XXX","XXX","XXX","INS_0926","XXX","OMN_0019","BIT_0806","XXX"
"GSA","G00148774","XXX","XXX","XXX","INS_0017","XXX","OMN_0019","BIT_0044","XXX"
"GSA","G00148777","XXX","XXX","XXX","INS_0017","XXX","OMN_0019","BIT_0044","XXX"
"GSA","G00148943","XXX","XXX","XXX","INS_0681","XXX","","BIT_0317","XXX"
"GSA","G00149557","XXX","XXX","XXX","HED_0714","XXX","OMN_0019","BIT_0180","XXX"
"GSA","G00149698","XXX","XXX","XXX","INS_1064","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00149907","XXX","XXX","XXX","HED_0626","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00149909","XXX","XXX","XXX","HED_0626","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00149911","XXX","XXX","XXX","HED_0626","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00150264","XXX","XXX","XXX","INS_2184","XXX","","BIT_0065","XXX"
"GSA","G00150926","XXX","XXX","XXX","HED_0698","XXX","OMN_0019","BIT_0096","XXX"
"GSA","G00151790","XXX","XXX","XXX","INS_0792","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00151951","XXX","XXX","XXX","INS_1989","XXX","","BIT_0646","XXX"
"GSA","G00153078","XXX","XXX","XXX","HED_0684","XXX","OMN_0019","BIT_0147","XXX"
"GSA","G00153222","XXX","XXX","XXX","INS_2076","XXX","","BIT_0407","XXX"
"GSA","G00153224","XXX","XXX","XXX","INS_2077","XXX","","BIT_0407","XXX"
"GSA","G00153727","XXX","XXX","XXX","INS_0793","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155384","XXX","XXX","XXX","INS_0794","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155386","XXX","XXX","XXX","INS_0795","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155388","XXX","XXX","XXX","INS_0796","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155391","XXX","XXX","XXX","INS_0797","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155395","XXX","XXX","XXX","INS_0798","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155401","XXX","XXX","XXX","INS_0799","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155403","XXX","XXX","XXX","INS_0800","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155406","XXX","XXX","XXX","INS_0801","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155409","XXX","XXX","XXX","INS_0802","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00155411","XXX","XXX","XXX","INS_0803","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00156181","XXX","XXX","XXX","INS_0936","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00156642","XXX","XXX","XXX","INS_1366","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00156678","XXX","XXX","XXX","INS_0150","XXX","OMN_0019","BIT_0806","XXX"
"GSA","G00157991","XXX","XXX","XXX","INS_0804","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00158074","XXX","XXX","XXX","INS_0730","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00158263","XXX","XXX","XXX","HED_0635","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00159556","XXX","XXX","XXX","INS_0752","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00160352","XXX","XXX","XXX","HED_0462","XXX","","BIT_0338","XXX"
"GSA","G00160354","XXX","XXX","XXX","HED_0462","XXX","","BIT_0338","XXX"
"GSA","G00160362","XXX","XXX","XXX","HED_0462","XXX","OMN_0019","BIT_0338","XXX"
"GSA","G00160606","XXX","XXX","XXX","INS_0731","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00160608","XXX","XXX","XXX","INS_0731","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00161355","XXX","XXX","XXX","HED_0625","XXX","OMN_0019","BIT_0772","XXX"
"GSA","G00161591","XXX","XXX","XXX","INS_1990","XXX","","BIT_0646","XXX"
"GSA","G00161758","XXX","XXX","XXX","INS_0568","XXX","","BIT_0588","XXX"
"GSA","G00161761","XXX","XXX","XXX","INS_0568","XXX","","","XXX"
"GSA","G00161768","XXX","XXX","XXX","INS_0568","XXX","","","XXX"
"GSA","G00161771","XXX","XXX","XXX","INS_0568","XXX","","","XXX"
"GSA","G00161772","XXX","XXX","XXX","INS_0568","XXX","","","XXX"
"GSA","G00161777","XXX","XXX","XXX","INS_0568","XXX","OMN_0019","BIT_1033","XXX"
"GSA","G00161781","XXX","XXX","XXX","INS_0568","XXX","","","XXX"
"GSA","G00162045","XXX","XXX","XXX","INS_0999","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00162060","XXX","XXX","XXX","INS_1000","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00162185","XXX","XXX","XXX","INS_0995","XXX","OMN_0019","BIT_0898","XXX"
"GSA","G00162374","XXX","XXX","XXX","INS_0895","XXX","","BIT_0646","XXX"
"GSA","G00162825","XXX","XXX","XXX","INS_1004","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00162868","XXX","XXX","XXX","INS_2249","XXX","","BIT_1665","XXX"
"GSA","G00162993","XXX","XXX","XXX","INS_0996","XXX","OMN_0019","BIT_0898","XXX"
"GSA","G00163069","XXX","XXX","XXX","INS_0381","XXX","OMN_0019","BIT_0065","XXX"
"GSA","G00163330","XXX","XXX","XXX","INS_0753","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00163729","XXX","XXX","XXX","INS_0805","XXX","OMN_0019","BIT_0646","XXX"
"GSA","G00163933","XXX","XXX","XXX","HED_0207","XXX","","BIT_0180","XXX"
"GSA","G00164172","XXX","XXX","XXX","INS_2250","XXX","","BIT_1665","XXX"
"GSA","G00164632","XXX","XXX","XXX","INS_0754","XXX","OMN_0019","BIT_0098","XXX"
"GSA","G00164790","XXX","XXX","XXX","INS_0993","XXX","","BIT_0646","XXX"
"GSA","G00164968","XXX","XXX","XXX","HED_0693","XXX","OMN_0019","BIT_0452","XXX"
"GSA","G00165094","XXX","XXX","XXX","INS_1001","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00165340","XXX","XXX","XXX","INS_0052","XXX","OMN_0019","BIT_0912","XXX"
"GSA","G00165496","XXX","XXX","XXX","HED_0636","XXX","OMN_0019","BIT_0180","XXX"
"GSA","G00167669","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00167695","XXX","XXX","XXX","INS_1341","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00167727","XXX","XXX","XXX","INS_1341","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00167729","XXX","XXX","XXX","INS_1341","XXX","OMN_0019","BIT_0911","XXX"
"GSA","G00167753","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00167759","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00167761","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00167769","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00167775","XXX","XXX","XXX","INS_1341","XXX","","BIT_0911","XXX"
"GSA","G00168297","XXX","XXX","XXX","INS_1002","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00168417","XXX","XXX","XXX","INS_0878","XXX","OMN_0019","BIT_0799","XXX"
"GSA","G00168469","XXX","XXX","XXX","INS_0878","XXX","","BIT_0407","XXX"
"GSA","G00169541","XXX","XXX","XXX","HED_0627","XXX","OMN_0019","BIT_0180","XXX"
"GSA","G00170396","XXX","XXX","XXX","INS_0401","XXX","OMN_0019","","XXX"
"GSA","G00170489","XXX","XXX","XXX","INS_0914","XXX","OMN_0019","BIT_0452","XXX"
"GSA","G00170491","XXX","XXX","XXX","INS_0914","XXX","OMN_0020","BIT_0452","XXX"
"GSA","G00170827","XXX","XXX","XXX","IND_0097","XXX","","BIT_0452","XXX"
"GSA","G00172908","XXX","XXX","XXX","INS_1053","XXX","OMN_0019","BIT_0767","XXX"
"GSA","G00173278","XXX","XXX","XXX","HED_0699","XXX","OMN_0019","BIT_0009","XXX"
"GSA","G00174007","XXX","XXX","XXX","INS_1047","XXX","OMN_0019","BIT_0898","XXX"
"GSA","G00174008","XXX","XXX","XXX","INS_1039","XXX","OMN_0019","BIT_0898","XXX"
"GSA","G00174638","XXX","XXX","XXX","INS_0783","XXX","","BIT_0646","XXX"
"GSA","G00174640","XXX","XXX","XXX","INS_0782","XXX","","BIT_0646","XXX"
"GSA","G00174642","XXX","XXX","XXX","INS_0797","XXX","","BIT_0646","XXX"
