"Trade Date","EP Code","EP Name","Product Code","Strike","Option Type","Contract Month","EP OI Total Long","EP OI Total Short"
"23-12-2016","SGS","XXX","HSIO","17400","P","12/2017","300","200"
"23-12-2016","SGS","XXX","HSIO","18200","C","12/2017","","225"
"23-12-2016","SGS","XXX","HSIO","18200","P","12/2017","","351"
"23-12-2016","SGS","XXX","HSIO","19000","C","12/2017","1240","200"
"23-12-2016","SGS","XXX","HSIO","19000","P","12/2017","1340","500"
"23-12-2016","SGS","XXX","HSIO","19200","P","12/2017","100",""
"23-12-2016","SGS","XXX","HSIO","20000","C","12/2017","125","650"
"23-12-2016","SGS","XXX","HSIO","20000","P","12/2017","1225",""
"23-12-2016","SGS","XXX","HSIO","21000","C","12/2017","50","50"
"23-12-2016","SGS","XXX","HSIO","21000","P","12/2017","764","50"
"23-12-2016","SGS","XXX","HSIO","22000","C","12/2017","2002","50"
"23-12-2016","SGS","XXX","HSIO","22000","P","12/2017","670",""
"23-12-2016","SGS","XXX","HSIO","22200","P","12/2017","15",""
"23-12-2016","SGS","XXX","HSIO","22400","P","12/2017","300",""
"23-12-2016","SGS","XXX","HSIO","22600","C","12/2017","50",""
"23-12-2016","SGS","XXX","HSIO","22600","P","12/2017","50",""
"23-12-2016","SGS","XXX","HSIO","22800","C","12/2017","","250"
"23-12-2016","SGS","XXX","HSIO","22800","P","12/2017","350",""
"23-12-2016","SGS","XXX","HSIO","23000","C","12/2017","1452","268"
"23-12-2016","SGS","XXX","HSIO","23000","P","12/2017","1770",""
"23-12-2016","SGS","XXX","HSIO","23200","C","12/2017","13",""
"23-12-2016","SGS","XXX","HSIO","24000","C","12/2017","300",""
"23-12-2016","SGS","XXX","HSIO","24000","P","12/2017","","400"
"23-12-2016","SGS","XXX","HSIO","25000","C","12/2017","100","100"
"23-12-2016","SGS","XXX","HSIO","26000","C","12/2017","1800","500"
"23-12-2016","SGS","XXX","HSIO","28000","C","12/2017","","175"
"23-12-2016","SGS","XXX","HSIO","28000","P","12/2017","25",""
"23-12-2016","SGS","XXX","HSIO","19000","P","06/2018","250",""
"23-12-2016","SGS","XXX","HSIO","21000","C","06/2018","50",""
"23-12-2016","SGS","XXX","HSIO","21000","P","06/2018","50",""
"23-12-2016","SGS","XXX","HSIO","22000","C","06/2018","150",""
"23-12-2016","SGS","XXX","HSIO","22000","P","06/2018","150",""
"23-12-2016","SGS","XXX","HSIO","23000","C","06/2018","300",""
"23-12-2016","SGS","XXX","HSIO","23000","P","06/2018","450",""
"23-12-2016","SGS","XXX","HSIO","24000","C","06/2018","175",""
"23-12-2016","SGS","XXX","HSIO","24000","P","06/2018","175",""
"23-12-2016","SGS","XXX","HSIO","29000","C","06/2018","","250"
"23-12-2016","SGS","XXX","HSIO","18200","P","12/2018","","300"
"23-12-2016","SGS","XXX","HSIO","22000","C","12/2018","","115"
"23-12-2016","SGS","XXX","HSIO","22000","P","12/2018","260",""
"23-12-2016","SGS","XXX","HSIO","23000","C","12/2018","","50"
"23-12-2016","SGS","XXX","HSIO","23000","P","12/2018","50",""
"23-12-2016","SGS","XXX","HSIO","26000","C","12/2018","100",""
"23-12-2016","SGS","XXX","HSIO","16600","P","12/2019","150",""
"23-12-2016","SHK","XXX","HSIO","10000","P","12/2016","","3"
"23-12-2016","SHK","XXX","HSIO","11800","P","12/2016","1",""
"23-12-2016","SHK","XXX","HSIO","12600","P","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","16200","P","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","16600","P","12/2016","","4"
"23-12-2016","SHK","XXX","HSIO","16800","P","12/2016","","3"
"23-12-2016","SHK","XXX","HSIO","17000","P","12/2016","","5"
"23-12-2016","SHK","XXX","HSIO","17200","P","12/2016","","5"
"23-12-2016","SHK","XXX","HSIO","17400","P","12/2016","","4"
"23-12-2016","SHK","XXX","HSIO","17600","P","12/2016","","9"
"23-12-2016","SHK","XXX","HSIO","17800","P","12/2016","","6"
"23-12-2016","SHK","XXX","HSIO","18000","P","12/2016","","7"
"23-12-2016","SHK","XXX","HSIO","18200","P","12/2016","","11"
"23-12-2016","SHK","XXX","HSIO","18400","P","12/2016","","13"
"23-12-2016","SHK","XXX","HSIO","18600","P","12/2016","","14"
"23-12-2016","SHK","XXX","HSIO","18800","P","12/2016","","9"
"23-12-2016","SHK","XXX","HSIO","19000","P","12/2016","2","14"
"23-12-2016","SHK","XXX","HSIO","19200","P","12/2016","","5"
"23-12-2016","SHK","XXX","HSIO","19400","P","12/2016","","6"
"23-12-2016","SHK","XXX","HSIO","19600","P","12/2016","","14"
"23-12-2016","SHK","XXX","HSIO","19800","P","12/2016","3","42"
"23-12-2016","SHK","XXX","HSIO","20000","C","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","20000","P","12/2016","34","30"
"23-12-2016","SHK","XXX","HSIO","20200","P","12/2016","4","14"
"23-12-2016","SHK","XXX","HSIO","20400","P","12/2016","2","28"
"23-12-2016","SHK","XXX","HSIO","20600","P","12/2016","1","21"
"23-12-2016","SHK","XXX","HSIO","20800","P","12/2016","32","9"
"23-12-2016","SHK","XXX","HSIO","21000","C","12/2016","21",""
"23-12-2016","SHK","XXX","HSIO","21000","P","12/2016","78","12"
"23-12-2016","SHK","XXX","HSIO","21200","P","12/2016","2","83"
"23-12-2016","SHK","XXX","HSIO","21400","C","12/2016","4","52"
"23-12-2016","SHK","XXX","HSIO","21400","P","12/2016","8","82"
"23-12-2016","SHK","XXX","HSIO","21600","C","12/2016","28","49"
"23-12-2016","SHK","XXX","HSIO","21600","P","12/2016","20","18"
"23-12-2016","SHK","XXX","HSIO","21800","C","12/2016","9","28"
"23-12-2016","SHK","XXX","HSIO","21800","P","12/2016","4","66"
"23-12-2016","SHK","XXX","HSIO","22000","C","12/2016","38","10"
"23-12-2016","SHK","XXX","HSIO","22000","P","12/2016","20","75"
"23-12-2016","SHK","XXX","HSIO","22200","C","12/2016","125","15"
"23-12-2016","SHK","XXX","HSIO","22200","P","12/2016","1","27"
"23-12-2016","SHK","XXX","HSIO","22400","C","12/2016","27","54"
"23-12-2016","SHK","XXX","HSIO","22400","P","12/2016","20","11"
"23-12-2016","SHK","XXX","HSIO","22600","C","12/2016","57","27"
"23-12-2016","SHK","XXX","HSIO","22600","P","12/2016","23","26"
"23-12-2016","SHK","XXX","HSIO","22800","C","12/2016","77","12"
"23-12-2016","SHK","XXX","HSIO","22800","P","12/2016","2","2"
"23-12-2016","SHK","XXX","HSIO","23000","C","12/2016","54","14"
"23-12-2016","SHK","XXX","HSIO","23000","P","12/2016","3","20"
"23-12-2016","SHK","XXX","HSIO","23200","C","12/2016","8","46"
"23-12-2016","SHK","XXX","HSIO","23200","P","12/2016","29",""
"23-12-2016","SHK","XXX","HSIO","23400","C","12/2016","15","25"
"23-12-2016","SHK","XXX","HSIO","23400","P","12/2016","23",""
"23-12-2016","SHK","XXX","HSIO","23600","C","12/2016","8","62"
"23-12-2016","SHK","XXX","HSIO","23600","P","12/2016","1",""
"23-12-2016","SHK","XXX","HSIO","23800","C","12/2016","7","25"
"23-12-2016","SHK","XXX","HSIO","24000","C","12/2016","26","8"
"23-12-2016","SHK","XXX","HSIO","24000","P","12/2016","","3"
"23-12-2016","SHK","XXX","HSIO","24200","C","12/2016","2","7"
"23-12-2016","SHK","XXX","HSIO","24400","C","12/2016","49","16"
"23-12-2016","SHK","XXX","HSIO","24600","C","12/2016","1","7"
"23-12-2016","SHK","XXX","HSIO","24800","C","12/2016","4","22"
"23-12-2016","SHK","XXX","HSIO","25000","C","12/2016","","49"
"23-12-2016","SHK","XXX","HSIO","25000","P","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","25200","C","12/2016","","2"
"23-12-2016","SHK","XXX","HSIO","25400","C","12/2016","","11"
"23-12-2016","SHK","XXX","HSIO","25600","C","12/2016","","6"
"23-12-2016","SHK","XXX","HSIO","25800","C","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","26000","C","12/2016","","8"
"23-12-2016","SHK","XXX","HSIO","26400","C","12/2016","","2"
"23-12-2016","SHK","XXX","HSIO","26800","C","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","28000","C","12/2016","","3"
"23-12-2016","SHK","XXX","HSIO","31000","C","12/2016","","1"
"23-12-2016","SHK","XXX","HSIO","17000","P","01/2017","","12"
"23-12-2016","SHK","XXX","HSIO","17200","P","01/2017","","3"
"23-12-2016","SHK","XXX","HSIO","17400","P","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","17600","P","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","19400","P","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","20000","P","01/2017","","2"
"23-12-2016","SHK","XXX","HSIO","20200","P","01/2017","2","3"
"23-12-2016","SHK","XXX","HSIO","20400","P","01/2017","","35"
"23-12-2016","SHK","XXX","HSIO","20600","P","01/2017","","16"
"23-12-2016","SHK","XXX","HSIO","20800","P","01/2017","4","17"
"23-12-2016","SHK","XXX","HSIO","21000","C","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","21000","P","01/2017","27","10"
"23-12-2016","SHK","XXX","HSIO","21200","C","01/2017","2",""
"23-12-2016","SHK","XXX","HSIO","21200","P","01/2017","5","8"
"23-12-2016","SHK","XXX","HSIO","21400","P","01/2017","4","15"
"23-12-2016","SHK","XXX","HSIO","21600","C","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","21600","P","01/2017","4","9"
"23-12-2016","SHK","XXX","HSIO","21800","C","01/2017","","2"
"23-12-2016","SHK","XXX","HSIO","21800","P","01/2017","4","1"
"23-12-2016","SHK","XXX","HSIO","22000","C","01/2017","20","16"
"23-12-2016","SHK","XXX","HSIO","22000","P","01/2017","2","3"
"23-12-2016","SHK","XXX","HSIO","22200","C","01/2017","","13"
"23-12-2016","SHK","XXX","HSIO","22200","P","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","22400","C","01/2017","","36"
"23-12-2016","SHK","XXX","HSIO","22400","P","01/2017","2","2"
"23-12-2016","SHK","XXX","HSIO","22600","C","01/2017","1","37"
"23-12-2016","SHK","XXX","HSIO","22600","P","01/2017","2",""
"23-12-2016","SHK","XXX","HSIO","22800","C","01/2017","","10"
"23-12-2016","SHK","XXX","HSIO","23000","C","01/2017","3","5"
"23-12-2016","SHK","XXX","HSIO","23200","C","01/2017","1",""
"23-12-2016","SHK","XXX","HSIO","23400","C","01/2017","","5"
"23-12-2016","SHK","XXX","HSIO","23600","C","01/2017","1","1"
"23-12-2016","SHK","XXX","HSIO","23800","C","01/2017","","6"
"23-12-2016","SHK","XXX","HSIO","24000","C","01/2017","2",""
"23-12-2016","SHK","XXX","HSIO","24000","P","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","24400","C","01/2017","","3"
"23-12-2016","SHK","XXX","HSIO","24600","C","01/2017","2","1"
"23-12-2016","SHK","XXX","HSIO","24800","C","01/2017","10","2"
"23-12-2016","SHK","XXX","HSIO","25000","C","01/2017","","6"
"23-12-2016","SHK","XXX","HSIO","25200","C","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","27000","C","01/2017","","1"
"23-12-2016","SHK","XXX","HSIO","16000","P","02/2017","","1"
"23-12-2016","SHK","XXX","HSIO","19600","P","02/2017","","1"
"23-12-2016","SHK","XXX","HSIO","22000","C","02/2017","","1"
"23-12-2016","SHK","XXX","HSIO","22800","C","02/2017","1","1"
"23-12-2016","SHK","XXX","HSIO","23800","C","02/2017","","1"
"23-12-2016","SHK","XXX","HSIO","20000","C","03/2017","","1"
"23-12-2016","SHK","XXX","HSIO","20800","P","03/2017","","7"
"23-12-2016","SHK","XXX","HSIO","21000","P","03/2017","","7"
"23-12-2016","SHK","XXX","HSIO","21400","C","03/2017","","1"
"23-12-2016","SHK","XXX","HSIO","22000","C","03/2017","","1"
"23-12-2016","SHK","XXX","HSIO","23000","C","03/2017","4",""
"23-12-2016","SHK","XXX","HSIO","23000","P","03/2017","","4"
"23-12-2016","SHK","XXX","HSIO","25000","P","03/2017","","1"
"23-12-2016","SHK","XXX","HSIO","27000","C","03/2017","","1"
"23-12-2016","SHK","XXX","HSIO","20000","P","06/2017","","1"
"23-12-2016","SHK","XXX","HSIO","21000","P","06/2017","","2"
"23-12-2016","SHK","XXX","HSIO","22600","P","06/2017","","2"
"23-12-2016","SHK","XXX","HSIO","22800","P","06/2017","","2"
"23-12-2016","SHK","XXX","HSIO","24800","C","06/2017","2",""
"23-12-2016","SHK","XXX","HSIO","25000","C","06/2017","18",""
"23-12-2016","SHK","XXX","HSIO","22200","P","09/2017","","2"
"23-12-2016","SHK","XXX","HSIO","25800","C","09/2017","10",""
"23-12-2016","SHK","XXX","HSIO","26000","C","09/2017","8",""
"23-12-2016","SNP","XXX","HSIO","24800","C","12/2016","","1"
"23-12-2016","SNP","XXX","HSIO","20000","P","01/2017","","1"
"23-12-2016","SNP","XXX","HSIO","24400","C","01/2017","11",""
"23-12-2016","SWF","XXX","HSIO","10000","P","12/2016","","23"
"23-12-2016","SWF","XXX","HSIO","11000","P","12/2016","30","30"
"23-12-2016","SWF","XXX","HSIO","11800","P","12/2016","","137"
"23-12-2016","SWF","XXX","HSIO","12000","P","12/2016","","78"
"23-12-2016","SWF","XXX","HSIO","13000","P","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","13800","P","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","14200","P","12/2016","","16"
"23-12-2016","SWF","XXX","HSIO","14400","P","12/2016","","53"
"23-12-2016","SWF","XXX","HSIO","14600","P","12/2016","","77"
"23-12-2016","SWF","XXX","HSIO","14800","P","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","15200","P","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","16000","P","12/2016","","5"
"23-12-2016","SWF","XXX","HSIO","16200","P","12/2016","","7"
"23-12-2016","SWF","XXX","HSIO","16600","P","12/2016","","10"
"23-12-2016","SWF","XXX","HSIO","16800","P","12/2016","20",""
"23-12-2016","SWF","XXX","HSIO","17000","P","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","17200","P","12/2016","","28"
"23-12-2016","SWF","XXX","HSIO","17600","P","12/2016","","35"
"23-12-2016","SWF","XXX","HSIO","17800","P","12/2016","","22"
"23-12-2016","SWF","XXX","HSIO","18200","P","12/2016","","29"
"23-12-2016","SWF","XXX","HSIO","18400","P","12/2016","2","2"
"23-12-2016","SWF","XXX","HSIO","18600","P","12/2016","","11"
"23-12-2016","SWF","XXX","HSIO","18800","P","12/2016","2","3"
"23-12-2016","SWF","XXX","HSIO","19000","P","12/2016","","58"
"23-12-2016","SWF","XXX","HSIO","19200","P","12/2016","","34"
"23-12-2016","SWF","XXX","HSIO","19400","P","12/2016","","1"
"23-12-2016","SWF","XXX","HSIO","19600","P","12/2016","","107"
"23-12-2016","SWF","XXX","HSIO","19800","P","12/2016","2","91"
"23-12-2016","SWF","XXX","HSIO","20000","P","12/2016","6","64"
"23-12-2016","SWF","XXX","HSIO","20200","P","12/2016","14","4"
"23-12-2016","SWF","XXX","HSIO","20400","P","12/2016","10",""
"23-12-2016","SWF","XXX","HSIO","20600","P","12/2016","","16"
"23-12-2016","SWF","XXX","HSIO","20800","P","12/2016","14","7"
"23-12-2016","SWF","XXX","HSIO","21000","P","12/2016","11","6"
"23-12-2016","SWF","XXX","HSIO","21200","P","12/2016","9","7"
"23-12-2016","SWF","XXX","HSIO","21400","P","12/2016","4","20"
"23-12-2016","SWF","XXX","HSIO","21600","C","12/2016","","4"
"23-12-2016","SWF","XXX","HSIO","21600","P","12/2016","2","26"
"23-12-2016","SWF","XXX","HSIO","21800","C","12/2016","","3"
"23-12-2016","SWF","XXX","HSIO","21800","P","12/2016","1","40"
"23-12-2016","SWF","XXX","HSIO","22000","C","12/2016","1","5"
"23-12-2016","SWF","XXX","HSIO","22000","P","12/2016","","64"
"23-12-2016","SWF","XXX","HSIO","22200","C","12/2016","1","13"
"23-12-2016","SWF","XXX","HSIO","22200","P","12/2016","","23"
"23-12-2016","SWF","XXX","HSIO","22400","C","12/2016","1","56"
"23-12-2016","SWF","XXX","HSIO","22400","P","12/2016","","45"
"23-12-2016","SWF","XXX","HSIO","22600","C","12/2016","2","51"
"23-12-2016","SWF","XXX","HSIO","22800","C","12/2016","11","65"
"23-12-2016","SWF","XXX","HSIO","23000","C","12/2016","46","61"
"23-12-2016","SWF","XXX","HSIO","23000","P","12/2016","","8"
"23-12-2016","SWF","XXX","HSIO","23200","C","12/2016","","13"
"23-12-2016","SWF","XXX","HSIO","23400","C","12/2016","","5"
"23-12-2016","SWF","XXX","HSIO","23600","C","12/2016","5","6"
"23-12-2016","SWF","XXX","HSIO","23800","C","12/2016","1","39"
"23-12-2016","SWF","XXX","HSIO","24000","C","12/2016","","67"
"23-12-2016","SWF","XXX","HSIO","24200","C","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","24400","C","12/2016","","6"
"23-12-2016","SWF","XXX","HSIO","24600","C","12/2016","","3"
"23-12-2016","SWF","XXX","HSIO","24800","C","12/2016","","9"
"23-12-2016","SWF","XXX","HSIO","25000","C","12/2016","","14"
"23-12-2016","SWF","XXX","HSIO","25200","C","12/2016","","1"
"23-12-2016","SWF","XXX","HSIO","25400","C","12/2016","","48"
"23-12-2016","SWF","XXX","HSIO","25600","C","12/2016","","46"
"23-12-2016","SWF","XXX","HSIO","25800","C","12/2016","","14"
"23-12-2016","SWF","XXX","HSIO","26000","C","12/2016","","29"
"23-12-2016","SWF","XXX","HSIO","26200","C","12/2016","","26"
"23-12-2016","SWF","XXX","HSIO","26400","C","12/2016","","15"
"23-12-2016","SWF","XXX","HSIO","26600","C","12/2016","","90"
"23-12-2016","SWF","XXX","HSIO","26800","C","12/2016","","5"
"23-12-2016","SWF","XXX","HSIO","27000","C","12/2016","","3"
"23-12-2016","SWF","XXX","HSIO","27200","C","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","27400","C","12/2016","","5"
"23-12-2016","SWF","XXX","HSIO","28000","C","12/2016","","1"
"23-12-2016","SWF","XXX","HSIO","29000","C","12/2016","","64"
"23-12-2016","SWF","XXX","HSIO","30000","C","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","33000","C","12/2016","","8"
"23-12-2016","SWF","XXX","HSIO","34000","C","12/2016","","69"
"23-12-2016","SWF","XXX","HSIO","35000","C","12/2016","","117"
"23-12-2016","SWF","XXX","HSIO","36000","C","12/2016","","2"
"23-12-2016","SWF","XXX","HSIO","18000","P","01/2017","","1"
"23-12-2016","SWF","XXX","HSIO","18200","P","01/2017","","1"
"23-12-2016","SWF","XXX","HSIO","18400","P","01/2017","","1"
"23-12-2016","SWF","XXX","HSIO","19600","P","01/2017","","5"
"23-12-2016","SWF","XXX","HSIO","19800","P","01/2017","","23"
"23-12-2016","SWF","XXX","HSIO","20000","P","01/2017","","28"
"23-12-2016","SWF","XXX","HSIO","20200","P","01/2017","","14"
"23-12-2016","SWF","XXX","HSIO","20400","P","01/2017","","12"
"23-12-2016","SWF","XXX","HSIO","20600","P","01/2017","","8"
"23-12-2016","SWF","XXX","HSIO","20800","P","01/2017","","15"
"23-12-2016","SWF","XXX","HSIO","21000","P","01/2017","","21"
"23-12-2016","SWF","XXX","HSIO","21200","P","01/2017","","2"
"23-12-2016","SWF","XXX","HSIO","21400","P","01/2017","","10"
"23-12-2016","SWF","XXX","HSIO","21600","P","01/2017","","1"
"23-12-2016","SWF","XXX","HSIO","22000","C","01/2017","","3"
"23-12-2016","SWF","XXX","HSIO","22200","C","01/2017","","1"
"23-12-2016","SWF","XXX","HSIO","22400","P","01/2017","","6"
"23-12-2016","SWF","XXX","HSIO","22600","C","01/2017","","18"
"23-12-2016","SWF","XXX","HSIO","22800","C","01/2017","","19"
"23-12-2016","SWF","XXX","HSIO","23000","C","01/2017","","44"
"23-12-2016","SWF","XXX","HSIO","23200","C","01/2017","","32"
"23-12-2016","SWF","XXX","HSIO","23400","C","01/2017","","23"
"23-12-2016","SWF","XXX","HSIO","23600","C","01/2017","","4"
"23-12-2016","SWF","XXX","HSIO","23800","C","01/2017","","10"
"23-12-2016","SWF","XXX","HSIO","24200","C","01/2017","","3"
"23-12-2016","SWF","XXX","HSIO","24400","C","01/2017","","39"
"23-12-2016","SWF","XXX","HSIO","24600","C","01/2017","","6"
"23-12-2016","SWF","XXX","HSIO","24800","C","01/2017","","33"
"23-12-2016","SWF","XXX","HSIO","25000","C","01/2017","","47"
"23-12-2016","SWF","XXX","HSIO","25200","C","01/2017","","29"
"23-12-2016","SWF","XXX","HSIO","25400","C","01/2017","","22"
"23-12-2016","SWF","XXX","HSIO","25600","C","01/2017","","53"
"23-12-2016","SWF","XXX","HSIO","25800","C","01/2017","","40"
"23-12-2016","SWF","XXX","HSIO","26000","C","01/2017","","6"
"23-12-2016","SWF","XXX","HSIO","26200","C","01/2017","","11"
"23-12-2016","SWF","XXX","HSIO","26400","C","01/2017","","2"
"23-12-2016","SWF","XXX","HSIO","20000","P","02/2017","","29"
"23-12-2016","SWF","XXX","HSIO","20200","P","02/2017","","10"
"23-12-2016","SWF","XXX","HSIO","20400","P","02/2017","","12"
"23-12-2016","SWF","XXX","HSIO","21200","C","02/2017","","1"
"23-12-2016","SWF","XXX","HSIO","22800","C","02/2017","","8"
"23-12-2016","SWF","XXX","HSIO","23000","C","02/2017","","1"
"23-12-2016","SWF","XXX","HSIO","23200","C","02/2017","","1"
"23-12-2016","SWF","XXX","HSIO","23400","C","02/2017","","10"
"23-12-2016","SWF","XXX","HSIO","23600","C","02/2017","","13"
"23-12-2016","SWF","XXX","HSIO","23800","C","02/2017","","2"
"23-12-2016","SWF","XXX","HSIO","24000","C","02/2017","","1"
"23-12-2016","SWF","XXX","HSIO","24600","C","02/2017","","3"
"23-12-2016","SWF","XXX","HSIO","24800","C","02/2017","","2"
"23-12-2016","SWF","XXX","HSIO","25600","C","02/2017","","1"
"23-12-2016","SWF","XXX","HSIO","27000","C","02/2017","","2"
"23-12-2016","SWF","XXX","HSIO","27200","C","02/2017","","33"
"23-12-2016","SWF","XXX","HSIO","28000","C","02/2017","","2"
"23-12-2016","SWF","XXX","HSIO","20000","P","03/2017","","5"
"23-12-2016","SWF","XXX","HSIO","21200","C","03/2017","","1"
"23-12-2016","SWF","XXX","HSIO","21800","C","03/2017","","3"
"23-12-2016","SWF","XXX","HSIO","22000","C","03/2017","","6"
"23-12-2016","SWF","XXX","HSIO","22200","C","03/2017","","3"
"23-12-2016","SWF","XXX","HSIO","22800","C","03/2017","","1"
"23-12-2016","SWF","XXX","HSIO","23000","C","03/2017","","4"
"23-12-2016","SWF","XXX","HSIO","23200","C","03/2017","","2"
"23-12-2016","SWF","XXX","HSIO","23400","C","03/2017","","17"
"23-12-2016","SWF","XXX","HSIO","23600","C","03/2017","","8"
"23-12-2016","SWF","XXX","HSIO","23800","C","03/2017","","8"
"23-12-2016","SWF","XXX","HSIO","24000","C","03/2017","","6"
"23-12-2016","SWF","XXX","HSIO","24200","C","03/2017","","9"
"23-12-2016","SWF","XXX","HSIO","24400","C","03/2017","","7"
"23-12-2016","SWF","XXX","HSIO","24600","C","03/2017","","5"
"23-12-2016","SWF","XXX","HSIO","24800","C","03/2017","","2"
"23-12-2016","SWF","XXX","HSIO","25000","C","03/2017","","1"
"23-12-2016","SWF","XXX","HSIO","19000","P","06/2017","","5"
"23-12-2016","SWF","XXX","HSIO","21000","P","09/2017","","2"
"23-12-2016","SWF","XXX","HSIO","23000","P","09/2017","","6"
"23-12-2016","SWF","XXX","HSIO","22000","P","12/2017","","3"
"23-12-2016","SWF","XXX","HSIO","25000","C","12/2017","","1"
"23-12-2016","SWF","XXX","HSIO","32000","C","12/2017","","17"
"23-12-2016","SWF","XXX","HSIO","33000","C","12/2017","","107"
"23-12-2016","SWF","XXX","HSIO","34000","C","12/2017","","90"
"23-12-2016","SWF","XXX","HSIO","34000","C","06/2018","","22"
"23-12-2016","SWS","XXX","HSIO","21800","C","12/2016","1",""
"23-12-2016","SWS","XXX","HSIO","22600","C","12/2016","2",""
"23-12-2016","TAN","XXX","HSIO","20600","P","12/2016","","1"
"23-12-2016","TAN","XXX","HSIO","21400","P","12/2016","1",""
"23-12-2016","TAN","XXX","HSIO","21600","P","12/2016","1",""
"23-12-2016","TAN","XXX","HSIO","21800","P","12/2016","1",""
"23-12-2016","TAN","XXX","HSIO","22200","P","12/2016","","1"
"23-12-2016","TAN","XXX","HSIO","22400","P","12/2016","1",""
"23-12-2016","TAN","XXX","HSIO","22800","C","12/2016","","1"
"23-12-2016","TAN","XXX","HSIO","22800","P","12/2016","","1"
"23-12-2016","TAN","XXX","HSIO","23000","C","12/2016","","1"
"23-12-2016","TAN","XXX","HSIO","23200","C","12/2016","1",""
"23-12-2016","TAN","XXX","HSIO","23400","C","12/2016","2",""
"23-12-2016","TAN","XXX","HSIO","23800","C","12/2016","1",""
"23-12-2016","TFF","XXX","HSIO","10000","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","11000","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","12200","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","13800","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","14200","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","14400","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","16200","P","12/2016","","2"
"23-12-2016","TFF","XXX","HSIO","16400","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","17200","P","12/2016","","14"
"23-12-2016","TFF","XXX","HSIO","17600","P","12/2016","","34"
"23-12-2016","TFF","XXX","HSIO","17800","P","12/2016","","2"
"23-12-2016","TFF","XXX","HSIO","18000","P","12/2016","5","21"
"23-12-2016","TFF","XXX","HSIO","18200","P","12/2016","","6"
"23-12-2016","TFF","XXX","HSIO","18400","P","12/2016","2","1"
"23-12-2016","TFF","XXX","HSIO","18600","P","12/2016","4","1"
"23-12-2016","TFF","XXX","HSIO","18800","P","12/2016","","1"
"23-12-2016","TFF","XXX","HSIO","19000","P","12/2016","10","12"
"23-12-2016","TFF","XXX","HSIO","19200","P","12/2016","3","4"
"23-12-2016","TFF","XXX","HSIO","19400","P","12/2016","55","103"
"23-12-2016","TFF","XXX","HSIO","19600","P","12/2016","10","20"
"23-12-2016","TFF","XXX","HSIO","19800","P","12/2016","14",""
"23-12-2016","TFF","XXX","HSIO","20000","P","12/2016","18","11"
"23-12-2016","TFF","XXX","HSIO","20200","P","12/2016","1",""
"23-12-2016","TFF","XXX","HSIO","20400","P","12/2016","","27"
"23-12-2016","TFF","XXX","HSIO","20600","P","12/2016","","51"
"23-12-2016","TFF","XXX","HSIO","20800","P","12/2016","104","39"
"23-12-2016","TFF","XXX","HSIO","21000","P","12/2016","4","169"
"23-12-2016","TFF","XXX","HSIO","21200","P","12/2016","278","155"
"23-12-2016","TFF","XXX","HSIO","21400","C","12/2016","20","17"
"23-12-2016","TFF","XXX","HSIO","21400","P","12/2016","46","153"
"23-12-2016","TFF","XXX","HSIO","21600","C","12/2016","19","36"
"23-12-2016","TFF","XXX","HSIO","21600","P","12/2016","15","100"
"23-12-2016","TFF","XXX","HSIO","21800","C","12/2016","26","121"
"23-12-2016","TFF","XXX","HSIO","21800","P","12/2016","7","4"
"23-12-2016","TFF","XXX","HSIO","22000","C","12/2016","6","110"
"23-12-2016","TFF","XXX","HSIO","22000","P","12/2016","4","5"
"23-12-2016","TFF","XXX","HSIO","22200","C","12/2016","14","46"
"23-12-2016","TFF","XXX","HSIO","22200","P","12/2016","10","3"
"23-12-2016","TFF","XXX","HSIO","22400","C","12/2016","30","58"
"23-12-2016","TFF","XXX","HSIO","22400","P","12/2016","6","7"
