"Trade Date","EP Code","LOP A/C No","BI/Omni Code","BI TO Code","A/C Nature","A/C Type","Product Code","Strike","Option Type","Contract Month","LOP OI Long","LOP OI Short","LOP PD"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","DHH",""," ","12/2016","1268","",""
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","DHH",""," ","12/2017","1228","",""
"23-12-2016","SGS","ASSCC/ASSDS","OMN_0117","","HG/T","C","DHH",""," ","12/2016","4751","",""
"23-12-2016","SGS","DTRAD/DT017","GPR_0008","","HG/T","C","DHH",""," ","12/2016","4751","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHH",""," ","12/2016","","10471",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHH",""," ","12/2017","","7183",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHH",""," ","12/2018","551","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHH",""," ","12/2019","","3000",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHH",""," ","12/2020","301","",""
"23-12-2016","SGS","UKDT2/UKDT2","OMN_0016","","HG/T","C","DHH",""," ","12/2016","4751","",""
"23-12-2016","SGS","UKNX2/UKNX2","OMN_0016","","HG/T","C","DHH",""," ","12/2016","1228","",""
"23-12-2016","SGS","UKSED/UKSED","OMN_0016","","HG/T","C","DHH",""," ","12/2016","40","",""
"23-12-2016","UWD","009BI001","HED_0111","BIT_0452","HG","C","DHH",""," ","12/2017","11466","",""
"23-12-2016","UWD","009BI001","HED_0111","BIT_0452","HG","C","DHH",""," ","12/2018","10328","",""
"23-12-2016","UWD","009BI001","HED_0111","BIT_0452","HG","C","DHH",""," ","12/2019","8534","",""
"23-12-2016","UWD","009HIAST","HED_0035","","HG","C","DHH",""," ","12/2017","1274","",""
"23-12-2016","UWD","009HIAST","HED_0035","","HG","C","DHH",""," ","12/2018","1147","",""
"23-12-2016","UWD","009HIAST","HED_0035","","HG","C","DHH",""," ","12/2019","916","",""
"23-12-2016","UWD","009LMRMC","HED_1036","BIT_1041","HG","C","DHH",""," ","12/2017","2500","",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","DHH",""," ","12/2017","15240","",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","DHH",""," ","12/2018","11475","",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","DHH",""," ","12/2019","9450","",""
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","DHH",""," ","12/2016","","996",""
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","DHH",""," ","12/2017","535","",""
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","DHH",""," ","12/2018","","200",""
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","DHH",""," ","12/2019","","300",""
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","DHH",""," ","12/2020","","10",""
"23-12-2016","BCA","90000","OMN_0327","","T","C","DHS",""," ","12/2018","","1000",""
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","DHS",""," ","12/2018","","1000",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHS",""," ","12/2016","1545","",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHS",""," ","12/2017","550","",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHS",""," ","12/2018","","700",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHS",""," ","12/2019","","501",""
"23-12-2016","CFB","PHK15","OMN_0009","","T","C","DHS",""," ","12/2016","650","",""
"23-12-2016","CFB","PHK15-YYJTG","HED_1060","BIT_0442","T","C","DHS",""," ","12/2016","650","",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHS",""," ","12/2016","","575",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHS",""," ","12/2017","","100",""
"23-12-2016","CGM","HAFCGLLH","GPR_0005","","HG","C","DHS",""," ","12/2016","","850",""
"23-12-2016","CGM","HAFCGLLH","GPR_0005","","HG","C","DHS",""," ","12/2017","","100",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","DHS",""," ","12/2018","1150","",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","DHS",""," ","12/2018","50","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHS",""," ","12/2016","","130",""
"23-12-2016","HKB","HH008M_HHD04M","GPR_0025","","HG","H","DHS",""," ","12/2017","","50",""
"23-12-2016","HKB","HH008M_HHD04M","GPR_0025","","HG","H","DHS",""," ","12/2016","","550",""
"23-12-2016","HKB","HS004M_HHD04M","INV_0057","BIT_1549","HG","H","DHS",""," ","12/2016","","550",""
"23-12-2016","HKB","HS004M_HHD04M","INV_0057","BIT_1549","HG","H","DHS",""," ","12/2017","","50",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHS",""," ","12/2019","150","",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHS",""," ","12/2018","150","",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHS",""," ","12/2017","","201",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHS",""," ","12/2016","","925",""
"23-12-2016","MLF","MLH:MLF04","GPR_0014","","HG","C","DHS",""," ","12/2016","760","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHS",""," ","12/2016","304","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHS",""," ","12/2017","201","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHS",""," ","12/2018","1200","",""
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","DHS",""," ","12/2019","351","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","HB3F",""," ","09/2017","20","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","HB3F",""," ","12/2017","20","",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","HB3F",""," ","09/2017","","20",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","HB3F",""," ","12/2017","","20",""
"23-12-2016","BCA","8000","OMN_0329","","T","C","HHIF",""," ","12/2016","1218","","1218"
"23-12-2016","BCA","8000","OMN_0329","","T","C","HHIF",""," ","12/2016","","1522","-1522"
"23-12-2016","BCA","8000","OMN_0329","","T","C","HHIF",""," ","01/2017","","1088","-1088"
"23-12-2016","BCA","8000","OMN_0329","","T","C","HHIF",""," ","01/2017","3387","","3387"
"23-12-2016","BCA","8000-3W","OMN_0096","","A","C","HHIF",""," ","12/2016","1025","","1025"
"23-12-2016","BCA","8000-3W","OMN_0096","","A","C","HHIF",""," ","12/2016","","1025","-1025"
"23-12-2016","BCA","8000-3W","OMN_0096","","A","C","HHIF",""," ","01/2017","1629","","1629"
"23-12-2016","BCA","8000-3W","OMN_0096","","T","C","HHIF",""," ","01/2017","","4","-4"
"23-12-2016","BCA","8000-3W","OMN_0096","","T","C","HHIF",""," ","01/2017","1619","","1619"
"23-12-2016","BCA","8000-3W","OMN_0096","","A","C","HHIF",""," ","01/2017","","45","-45"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIF",""," ","12/2016","","266","-266"
"23-12-2016","BCA","8000-Y2","INV_0037","","T","C","HHIF",""," ","12/2016","","126","-126"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIF",""," ","01/2017","","960","-960"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIF",""," ","01/2017","139","","139"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIF",""," ","12/2016","11448","","11448"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIF",""," ","12/2016","","10867","-10867"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIF",""," ","01/2017","7799","","7799"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIF",""," ","01/2017","","3303","-3303"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIF",""," ","03/2017","","2183","-2183"
"23-12-2016","BCA","90000-02067","GPR_0001","","T","C","HHIF",""," ","12/2016","2080","","2080"
"23-12-2016","BCA","90000-02067","GPR_0001","","T","C","HHIF",""," ","01/2017","2589","","2589"
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","HHIF",""," ","12/2016","","1524","-1524"
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","HHIF",""," ","06/2017","300","","300"
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","HHIF",""," ","03/2017","","2183","-2183"
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","HHIF",""," ","01/2017","","490","-490"
"23-12-2016","BCA","90000-40436860","HED_0233","BIT_0535","T","C","HHIF",""," ","12/2016","","1419","-1419"
"23-12-2016","BCA","90000-99967-10058911","GPR_0070","","T","C","HHIF",""," ","12/2016","","4097","-4097"
"23-12-2016","BCA","90000-99967-10058911","GPR_0070","","T","C","HHIF",""," ","12/2016","639","","639"
"23-12-2016","BCA","90000-99967-10058911","GPR_0070","","T","C","HHIF",""," ","01/2017","","551","-551"
"23-12-2016","BCA","90000-99967-40104665","HED_0002","BIT_0009","T","C","HHIF",""," ","12/2016","88","","88"
"23-12-2016","BCA","90000-99967-40104665","HED_0002","BIT_0009","T","C","HHIF",""," ","01/2017","166","","166"
"23-12-2016","BCA","90000-99967-40159608","HED_0715","BIT_0009","T","C","HHIF",""," ","01/2017","170","","170"
"23-12-2016","BCA","90000-99967-40159608","HED_0715","BIT_0009","T","C","HHIF",""," ","12/2016","90","","90"
"23-12-2016","BCA","90000-99967-40235441","HED_0685","BIT_0875","T","C","HHIF",""," ","12/2016","581","","581"
"23-12-2016","BCA","90000-99967-40327897","HED_0402","BIT_0009","T","C","HHIF",""," ","01/2017","146","","146"
"23-12-2016","BCA","90000-99967-40327897","HED_0402","BIT_0009","T","C","HHIF",""," ","12/2016","24","","24"
"23-12-2016","BCA","90000-99967-40357483","HED_0557","BIT_0009","T","C","HHIF",""," ","12/2016","9","","9"
"23-12-2016","BCA","90000-99967-40357483","HED_0557","BIT_0009","T","C","HHIF",""," ","01/2017","18","","18"
"23-12-2016","BCA","90000-99967-40436860","HED_0233","BIT_0535","T","C","HHIF",""," ","01/2017","","1760","-1760"
"23-12-2016","BCA","90000-99967-40436860","HED_0233","BIT_0535","T","C","HHIF",""," ","12/2016","1760","","1760"
"23-12-2016","BCA","90000-99967-40457304","HED_0595","BIT_0009","T","C","HHIF",""," ","12/2016","71","","71"
"23-12-2016","BCA","90000-99967-40457304","HED_0595","BIT_0009","T","C","HHIF",""," ","01/2017","","21","-21"
"23-12-2016","BCA","90000-99967-40480778","HED_0712","BIT_0009","T","C","HHIF",""," ","01/2017","268","","268"
"23-12-2016","BCA","90000-99967-40480778","HED_0712","BIT_0009","T","C","HHIF",""," ","12/2016","138","","138"
"23-12-2016","BCA","90000-99967-40600311","HED_0681","BIT_0009","T","C","HHIF",""," ","12/2016","9","","9"
"23-12-2016","BCA","90000-99967-40600311","HED_0681","BIT_0009","T","C","HHIF",""," ","01/2017","17","","17"
"23-12-2016","BCA","90000-99967-40671654","HED_0804","BIT_0009","T","C","HHIF",""," ","01/2017","22","","22"
"23-12-2016","BCA","90000-99967-40671654","HED_0804","BIT_0009","T","C","HHIF",""," ","12/2016","11","","11"
"23-12-2016","BCA","90000-99967-40727941","HED_0771","BIT_0009","HG","C","HHIF",""," ","12/2016","92","","92"
"23-12-2016","BCA","90000-99967-40727941","HED_0771","BIT_0009","HG","C","HHIF",""," ","01/2017","","92","-92"
"23-12-2016","BCA","90000-99967-40804612","HED_0806","BIT_0009","T","C","HHIF",""," ","01/2017","121","","121"
"23-12-2016","BCA","90000-99967-40804612","HED_0806","BIT_0009","T","C","HHIF",""," ","12/2016","71","","71"
"23-12-2016","BCA","90000-99967-40808127","HED_0808","BIT_0009","HG","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-40808127","HED_0808","BIT_0009","HG","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","BCA","90000-99967-40808346","HED_0809","BIT_0009","T","C","HHIF",""," ","01/2017","","1","-1"
"23-12-2016","BCA","90000-99967-40808346","HED_0809","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-40949511","HED_0682","BIT_0009","HG","C","HHIF",""," ","12/2016","6","","6"
"23-12-2016","BCA","90000-99967-40949511","HED_0682","BIT_0009","HG","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","BCA","90000-99967-40979224","HED_0713","BIT_0009","HG","C","HHIF",""," ","01/2017","92","","92"
"23-12-2016","BCA","90000-99967-40979224","HED_0713","BIT_0009","HG","C","HHIF",""," ","12/2016","32","","32"
"23-12-2016","BCA","90000-99967-41027955","HED_0812","BIT_0009","HG","C","HHIF",""," ","12/2016","15","","15"
"23-12-2016","BCA","90000-99967-41027955","HED_0812","BIT_0009","HG","C","HHIF",""," ","01/2017","54","","54"
"23-12-2016","BCA","90000-99967-41038129","HED_0814","BIT_0009","HG","C","HHIF",""," ","01/2017","209","","209"
"23-12-2016","BCA","90000-99967-41038129","HED_0814","BIT_0009","HG","C","HHIF",""," ","12/2016","107","","107"
"23-12-2016","BCA","90000-99967-41057491","HED_0667","BIT_0009","HG","C","HHIF",""," ","12/2016","214","","214"
"23-12-2016","BCA","90000-99967-41057491","HED_0667","BIT_0009","HG","C","HHIF",""," ","01/2017","464","","464"
"23-12-2016","BCA","90000-99967-41069172","HED_0816","BIT_0009","HG","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","BCA","90000-99967-41069172","HED_0816","BIT_0009","HG","C","HHIF",""," ","12/2016","5","","5"
"23-12-2016","BCA","90000-99967-41091616","HED_1105","","T","C","HHIF",""," ","12/2016","55","","55"
"23-12-2016","BCA","90000-99967-41108766","HED_0819","BIT_0009","HG","C","HHIF",""," ","12/2016","28","","28"
"23-12-2016","BCA","90000-99967-41108766","HED_0819","BIT_0009","HG","C","HHIF",""," ","01/2017","57","","57"
"23-12-2016","BCA","90000-99967-41110523","HED_0642","BIT_0009","HG","C","HHIF",""," ","01/2017","","7","-7"
"23-12-2016","BCA","90000-99967-41111044","HED_1023","","T","C","HHIF",""," ","01/2017","26","","26"
"23-12-2016","BCA","90000-99967-41111044","HED_1023","","T","C","HHIF",""," ","12/2016","13","","13"
"23-12-2016","BCA","90000-99967-41122648","HED_0822","BIT_0009","HG","C","HHIF",""," ","12/2016","10","","10"
"23-12-2016","BCA","90000-99967-41122648","HED_0822","BIT_0009","HG","C","HHIF",""," ","01/2017","7","","7"
"23-12-2016","BCA","90000-99967-41142931","HED_0824","BIT_0009","T","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","BCA","90000-99967-41142931","HED_0824","BIT_0009","T","C","HHIF",""," ","12/2016","5","","5"
"23-12-2016","BCA","90000-99967-41142935","HED_0826","BIT_0009","T","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","BCA","90000-99967-41142935","HED_0826","BIT_0009","T","C","HHIF",""," ","01/2017","","2","-2"
"23-12-2016","BCA","90000-99967-41147579","HED_0813","BIT_0009","HG","C","HHIF",""," ","01/2017","","2","-2"
"23-12-2016","BCA","90000-99967-41147579","HED_0813","BIT_0009","HG","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","BCA","90000-99967-41166030","HED_0815","BIT_0009","HG","C","HHIF",""," ","12/2016","12","","12"
"23-12-2016","BCA","90000-99967-41166030","HED_0815","BIT_0009","HG","C","HHIF",""," ","01/2017","49","","49"
"23-12-2016","BCA","90000-99967-41236287","HED_0834","BIT_0009","T","C","HHIF",""," ","01/2017","19","","19"
"23-12-2016","BCA","90000-99967-41236287","HED_0834","BIT_0009","T","C","HHIF",""," ","12/2016","8","","8"
"23-12-2016","BCA","90000-99967-41256961","HED_0835","BIT_0009","T","C","HHIF",""," ","12/2016","6","","6"
"23-12-2016","BCA","90000-99967-41256961","HED_0835","BIT_0009","T","C","HHIF",""," ","01/2017","4","","4"
"23-12-2016","BCA","90000-99967-41269502","HED_0847","BIT_0009","T","C","HHIF",""," ","01/2017","54","","54"
"23-12-2016","BCA","90000-99967-41269502","HED_0847","BIT_0009","T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","BCA","90000-99967-41291080","HED_0837","BIT_0009","T","C","HHIF",""," ","12/2016","4","","4"
"23-12-2016","BCA","90000-99967-41291080","HED_0837","BIT_0009","T","C","HHIF",""," ","01/2017","7","","7"
"23-12-2016","BCA","90000-99967-41291081","HED_0836","BIT_0009","T","C","HHIF",""," ","01/2017","12","","12"
"23-12-2016","BCA","90000-99967-41291081","HED_0836","BIT_0009","T","C","HHIF",""," ","12/2016","8","","8"
"23-12-2016","BCA","90000-99967-41291195","HED_0838","BIT_0009","T","C","HHIF",""," ","12/2016","101","","101"
"23-12-2016","BCA","90000-99967-41291195","HED_0838","BIT_0009","T","C","HHIF",""," ","01/2017","197","","197"
"23-12-2016","BCA","90000-99967-41297455","HED_0852","BIT_0009","T","C","HHIF",""," ","01/2017","5","","5"
"23-12-2016","BCA","90000-99967-41297455","HED_0852","BIT_0009","T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","BCA","90000-99967-41298748","HED_0771","BIT_0009","T","C","HHIF",""," ","12/2016","9","","9"
"23-12-2016","BCA","90000-99967-41298748","HED_0771","BIT_0009","T","C","HHIF",""," ","01/2017","17","","17"
"23-12-2016","BCA","90000-99967-41304462","HED_0853","BIT_0009","T","C","HHIF",""," ","01/2017","294","","294"
"23-12-2016","BCA","90000-99967-41304462","HED_0853","BIT_0009","T","C","HHIF",""," ","12/2016","160","","160"
"23-12-2016","BCA","90000-99967-41316136","HED_0839","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-41316136","HED_0839","BIT_0009","T","C","HHIF",""," ","01/2017","2","","2"
"23-12-2016","BCA","90000-99967-41317950","HED_0840","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-41332417","HED_0842","BIT_0009","T","C","HHIF",""," ","12/2016","13","","13"
"23-12-2016","BCA","90000-99967-41332417","HED_0842","BIT_0009","T","C","HHIF",""," ","01/2017","26","","26"
"23-12-2016","BCA","90000-99967-41332424","HED_0893","BIT_0009","T","C","HHIF",""," ","01/2017","19","","19"
"23-12-2016","BCA","90000-99967-41332424","HED_0893","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-41335551","HED_0841","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-41335551","HED_0841","BIT_0009","T","C","HHIF",""," ","01/2017","2","","2"
"23-12-2016","BCA","90000-99967-41344205","HED_0843","BIT_0009","T","C","HHIF",""," ","01/2017","6","","6"
"23-12-2016","BCA","90000-99967-41344205","HED_0843","BIT_0009","T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","BCA","90000-99967-41351518","INS_1449","BIT_0009","T","C","HHIF",""," ","12/2016","25","","25"
"23-12-2016","BCA","90000-99967-41351518","INS_1449","BIT_0009","T","C","HHIF",""," ","01/2017","57","","57"
"23-12-2016","BCA","90000-99967-41363455","HED_0882","BIT_0009","T","C","HHIF",""," ","01/2017","49","","49"
"23-12-2016","BCA","90000-99967-41363455","HED_0882","BIT_0009","T","C","HHIF",""," ","12/2016","26","","26"
"23-12-2016","BCA","90000-99967-41373830","HED_0887","BIT_0009","T","C","HHIF",""," ","12/2016","11","","11"
"23-12-2016","BCA","90000-99967-41373830","HED_0887","BIT_0009","T","C","HHIF",""," ","01/2017","","8","-8"
"23-12-2016","BCA","90000-99967-41394518","HED_1023","BIT_0009","T","C","HHIF",""," ","01/2017","9","","9"
"23-12-2016","BCA","90000-99967-41394518","HED_1023","BIT_0009","T","C","HHIF",""," ","12/2016","6","","6"
"23-12-2016","BCA","90000-99967-41408484","HED_1023","","T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","BCA","90000-99967-41408484","HED_1023","","T","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","BCA","90000-99967-41438852","INS_0524","BIT_0009","T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-99967-41460468","HED_1023","BIT_0009","T","C","HHIF",""," ","12/2016","221","","221"
"23-12-2016","BCA","90000-99967-41460468","HED_1023","BIT_0009","T","C","HHIF",""," ","01/2017","442","","442"
"23-12-2016","BCA","90000-99967-41468284","HED_1023","","T","C","HHIF",""," ","01/2017","1","","1"
"23-12-2016","BCA","90000-99967-41468350","HED_1023","","T","C","HHIF",""," ","01/2017","7","","7"
"23-12-2016","BCA","90000-99967-41468350","HED_1023","","T","C","HHIF",""," ","12/2016","4","","4"
"23-12-2016","BCA","90000-99967-41468352","HED_1023","","T","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","BCA","90000-99967-41468352","HED_1023","","T","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","BCA","90000-99967-41489557","HED_1023","","T","C","HHIF",""," ","01/2017","1156","","1156"
"23-12-2016","BCA","90000-99967-41489557","HED_1023","","T","C","HHIF",""," ","12/2016","607","","607"
"23-12-2016","BCA","90000-99967-41656571","HED_1023","","","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","BCA","90000-99967-41656571","HED_1023","","","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","BCA","90000-99967-41895445","HED_1371","BIT_0875","T","C","HHIF",""," ","12/2016","117","","117"
"23-12-2016","BCA","90000-99967-41904059","HED_1848","BIT_0009","HG","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","BCA","90000-D1","INS_0363","","HG","C","HHIF",""," ","12/2016","380","","380"
"23-12-2016","BCA","90000-D1","INS_0363","","HG","C","HHIF",""," ","12/2016","","380","-380"
"23-12-2016","BCA","90000-XG","HED_0651","","HG","C","HHIF",""," ","01/2017","1","","1"
"23-12-2016","BCA","90000-ZU","OMN_0003","","HG","C","HHIF",""," ","12/2016","8745","","8745"
"23-12-2016","BCA","90000-ZU","OMN_0003","","HG","C","HHIF",""," ","12/2016","","7467","-7467"
"23-12-2016","BCA","90000-ZU","OMN_0003","","HG","C","HHIF",""," ","01/2017","4748","","4748"
"23-12-2016","BCA","90000-ZU","OMN_0003","","HG","C","HHIF",""," ","01/2017","","2748","-2748"
"23-12-2016","BCA","LN4315","HED_0216","BIT_1393","T","H","HHIF",""," ","12/2016","","1","-1"
"23-12-2016","BCA","S14228-AMP","INS_0481","","T","C","HHIF",""," ","01/2017","1619","","1619"
