"Trade Date","EP Code","LOP A/C No","BI/Omni Code","BI TO Code","A/C Nature","A/C Type","Product Code","Strike","Option Type","Contract Month","LOP OI Long","LOP OI Short","LOP PD"
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CAU",""," ","01/2017","3","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CAU",""," ","01/2017","","4",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CAU",""," ","03/2017","","2",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CAU",""," ","06/2017","","2",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CAU",""," ","01/2017","","4",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CAU",""," ","03/2017","","2",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CAU",""," ","06/2017","","2",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CEU",""," ","01/2017","","10",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CEU",""," ","03/2017","10","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CEU",""," ","01/2017","29","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CEU",""," ","02/2017","10","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CEU",""," ","03/2017","8","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CEU",""," ","06/2017","","12",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CEU",""," ","01/2017","29","",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CEU",""," ","02/2017","10","",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CEU",""," ","03/2017","8","",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CEU",""," ","06/2017","","12",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CHHF",""," ","12/2016","1","","1"
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CHHF",""," ","12/2016","","1","-1"
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CHHF",""," ","01/2017","","11","-11"
"23-12-2016","BNP","KIS","OMN_0316","","T","C","CHHF",""," ","12/2016","1","","1"
"23-12-2016","BNP","KIS","OMN_0316","","T","C","CHHF",""," ","12/2016","","1","-1"
"23-12-2016","BNP","KIS","OMN_0316","","T","C","CHHF",""," ","01/2017","","11","-11"
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CHT",""," ","01/2017","30","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CHT",""," ","02/2017","9","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CHU",""," ","12/2016","5","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CHU",""," ","01/2017","5","",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CJP",""," ","01/2017","","2",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CJP",""," ","01/2017","","1",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","C","CJP",""," ","03/2017","","3",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CJP",""," ","01/2017","","1",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CJP",""," ","03/2017","","3",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CLI",""," ","03/2017","5","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CNC",""," ","03/2017","10","",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CUS",""," ","03/2017","383","",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CUS",""," ","06/2017","","54",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CUS",""," ","09/2017","","40",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","CUS",""," ","12/2017","25","",""
"23-12-2016","BNP","UOB BF","OMN_0072","","T","C","CUS",""," ","03/2017","383","",""
"23-12-2016","BNP","UOB BF","OMN_0072","","T","C","CUS",""," ","06/2017","","54",""
"23-12-2016","BNP","UOB BF","OMN_0072","","T","C","CUS",""," ","09/2017","","40",""
"23-12-2016","BNP","UOB BF","OMN_0072","","T","C","CUS",""," ","12/2017","25","",""
"23-12-2016","CCI","10020027","INS_2479","BIT_1871","T","C","CUS",""," ","09/2017","","850",""
"23-12-2016","CCI","10020027","INS_2479","BIT_1871","T","C","CUS",""," ","12/2017","","1695",""
"23-12-2016","CFB","PHK41","OMN_0087","","T","C","CUS",""," ","12/2017","3","",""
"23-12-2016","CFB","PHK41-PAMR8","INS_1620","","T","C","CUS",""," ","12/2017","3","",""
"23-12-2016","CFS","900300","INS_1547","","HG","C","CUS",""," ","06/2017","","889",""
"23-12-2016","CFS","900300","INS_1547","","HG","C","CUS",""," ","09/2017","","757",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","CUS",""," ","06/2017","92","",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","CUS",""," ","12/2017","","140",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","CUS",""," ","09/2017","","50",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","CUS",""," ","06/2017","","850",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","CUS",""," ","09/2017","","2235",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","CUS",""," ","12/2017","","1582",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","CUS",""," ","03/2017","","1091",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","01/2017","174","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","01/2017","","6",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","02/2017","60","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","03/2017","441","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","03/2017","","83",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","04/2017","80","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","06/2017","406","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","09/2017","269","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","12/2017","532","",""
"23-12-2016","HKB","CH005M","OMN_0022","","HG/T/A","C","CUS",""," ","03/2018","77","",""
"23-12-2016","HKB","CK002M","OMN_0326","","HG/T/A","C","CUS",""," ","12/2017","227","",""
"23-12-2016","HKB","CS004M","OMN_0330","","T","C","CUS",""," ","12/2017","227","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","01/2017","","21",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","02/2017","","48",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","03/2017","80","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","04/2017","14","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","06/2017","","12",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","09/2017","15","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","12/2017","","72",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","CUS",""," ","03/2018","8","",""
"23-12-2016","KGI","114012F","INS_2622","","T","C","CUS",""," ","12/2017","545","",""
"23-12-2016","KGI","B124565F","OMN_0521","","T","C","CUS",""," ","03/2017","","1052",""
"23-12-2016","KGI","CIQT020","IND_0349","","T","C","CUS",""," ","03/2017","","992",""
"23-12-2016","MLF","95U06157","INV_0073","","T","C","CUS",""," ","01/2017","","3",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","01/2017","","305",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","02/2017","17","",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","03/2017","","3661",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","04/2017","","3",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","06/2017","","2116",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","09/2017","","192",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","12/2017","","58",""
"23-12-2016","MLF","95U06165","INS_1528","","T","C","CUS",""," ","03/2018","","198",""
"23-12-2016","MLF","95U06198","HED_1700","BIT_1773","T","C","CUS",""," ","09/2017","1","",""
"23-12-2016","MLF","95U08985","HED_1479","BIT_1465","HG","C","CUS",""," ","03/2017","","1930",""
"23-12-2016","MLF","95U08985","HED_1479","BIT_1465","HG","C","CUS",""," ","06/2017","","222",""
"23-12-2016","MLF","95U08985","HED_1479","BIT_1465","HG","C","CUS",""," ","12/2017","","849",""
"23-12-2016","MLF","95U08985","HED_1479","BIT_1465","HG","C","CUS",""," ","03/2018","","1285",""
"23-12-2016","MLF","MLH:MLF09","GPR_0014","","HG","C","CUS",""," ","01/2017","","7",""
"23-12-2016","MLF","MLH:MLF09","GPR_0014","","HG","C","CUS",""," ","03/2017","","7",""
"23-12-2016","MLF","MLH:MLF09","GPR_0014","","HG","C","CUS",""," ","06/2017","4","",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","01/2017","","3",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","03/2017","","1930",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","06/2017","","222",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","09/2017","1","",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","12/2017","","849",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","CUS",""," ","03/2018","","1285",""
"23-12-2016","MPF","1811","INS_1123","","HG","C","CUS",""," ","01/2017","","749",""
"23-12-2016","PHL","E9036","IND_0285","","T","C","CUS",""," ","06/2017","","366",""
"23-12-2016","PHL","EEF6000","OMN_0418","","T","C","CUS",""," ","06/2017","","376",""
"23-12-2016","PHL","FIC9000","OMN_0462","","T","C","CUS",""," ","03/2017","695","",""
"23-12-2016","PHL","PCP01","OMN_0334","","T","C","CUS",""," ","03/2017","1295","",""
"23-12-2016","PHL","PCP01","OMN_0334","","T","C","CUS",""," ","06/2017","515","",""
"23-12-2016","PHL","PCP01","OMN_0334","","T","C","CUS",""," ","06/2017","","632",""
"23-12-2016","PHL","PCP01","OMN_0334","","T","C","CUS",""," ","12/2017","","511",""
"23-12-2016","SGS","1810","IND_0285","","T","C","CUS",""," ","06/2017","135","",""
"23-12-2016","SGS","0L413/0L413","HED_1584","BIT_0256","HG/T","C","CUS",""," ","03/2017","2","",""
"23-12-2016","SGS","0L413/0L413","HED_1584","BIT_0256","HG/T","C","CUS",""," ","09/2017","2","",""
"23-12-2016","SGS","0L413/0T765","HED_1585","BIT_0256","HG/T","C","CUS",""," ","03/2017","46","",""
"23-12-2016","SGS","0L413/0T765","HED_1585","BIT_0256","HG/T","C","CUS",""," ","06/2017","2","",""
"23-12-2016","SGS","0L413/0T765","HED_1585","BIT_0256","HG/T","C","CUS",""," ","09/2017","2","",""
"23-12-2016","SGS","0L413/0T765","HED_1585","BIT_0256","HG/T","C","CUS",""," ","12/2017","16","",""
"23-12-2016","SGS","0L413/0T789","HED_1586","BIT_0256","HG/T","C","CUS",""," ","03/2017","116","",""
"23-12-2016","SGS","0L413/0T789","HED_1586","BIT_0256","HG/T","C","CUS",""," ","09/2017","4","",""
"23-12-2016","SGS","0L413/0T789","HED_1586","BIT_0256","HG/T","C","CUS",""," ","12/2017","50","",""
"23-12-2016","SGS","0L413/67853","HED_0139","BIT_0256","HG/T","C","CUS",""," ","03/2017","2","",""
"23-12-2016","SGS","0L413/67853","HED_0139","BIT_0256","HG/T","C","CUS",""," ","12/2017","2","",""
"23-12-2016","SGS","0L413/67854","HED_0139","BIT_0256","HG/T","C","CUS",""," ","03/2017","4","",""
"23-12-2016","SGS","0L413/67854","HED_0139","BIT_0256","HG/T","C","CUS",""," ","09/2017","2","",""
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","CUS",""," ","03/2017","1469","",""
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","CUS",""," ","03/2017","","508",""
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","CUS",""," ","12/2017","581","",""
"23-12-2016","SGS","CREDE/0CRG2","HED_0869","BIT_1618","HG/T","C","CUS",""," ","03/2017","","500",""
"23-12-2016","SGS","LATOP/LAT37","INS_2242","","HG/T","C","CUS",""," ","03/2017","574","",""
"23-12-2016","SGS","UKAIN/UKAIN","OMN_0016","","HG/T","C","CUS",""," ","03/2017","24","",""
"23-12-2016","SGS","UKAIN/UKAIN","OMN_0016","","HG/T","C","CUS",""," ","03/2017","","500",""
"23-12-2016","SGS","UKAIS/UKAIS","OMN_0016","","HG/T","C","CUS",""," ","03/2017","85","",""
"23-12-2016","SGS","UKLAT/UKLAT","INS_2242","","HG/T","C","CUS",""," ","03/2017","574","",""
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","CUS",""," ","03/2017","135","",""
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","CUS",""," ","03/2017","","5",""
"23-12-2016","UWD","001SYSCA","UNC_5933","","HG","C","CUS",""," ","03/2017","1","",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","01/2017","","1350",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","02/2017","","352",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","03/2017","","2211",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","04/2017","","72",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","06/2017","","1342",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","09/2017","","1719",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","12/2017","","1642",""
"23-12-2016","UWD","008H7708","GPR_0072","","HG","RT","CUS",""," ","03/2018","","1128",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","CUS",""," ","01/2017","24","",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","CUS",""," ","03/2017","3","",""
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","CUS",""," ","09/2017","10","",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","01/2017","","1350",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","02/2017","","352",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","03/2017","","2211",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","04/2017","","72",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","06/2017","","1342",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","09/2017","","1719",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","12/2017","","1642",""
"23-12-2016","UWD","00FSBCMM","OMN_0041","","HG/T","RT","CUS",""," ","03/2018","","1128",""
"23-12-2016","UWD","00L31067","OMN_0404","","HG","C","CUS",""," ","09/2017","10","",""
"23-12-2016","UWD","00N56094","HED_1283","BIT_1268","HG","C","CUS",""," ","01/2017","24","",""
"23-12-2016","UWD","612LEADX","HED_1431","BIT_1386","HG","C","CUS",""," ","03/2017","2","",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","01/2017","","17",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","02/2017","15","",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","03/2017","","36",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","04/2017","","4",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","06/2017","","48",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","09/2017","","20",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","12/2017","4","",""
"23-12-2016","VDC","718241-4","GPR_0024","","T","H","CUS",""," ","03/2018","","3",""
"23-12-2016","BCA","90000","OMN_0327","","T","C","DHH",""," ","12/2016","","9588",""
"23-12-2016","BCA","90000","OMN_0327","","T","C","DHH",""," ","12/2017","","7980",""
"23-12-2016","BCA","90000","OMN_0327","","T","C","DHH",""," ","12/2018","","5600",""
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","DHH",""," ","12/2018","","5600",""
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","DHH",""," ","12/2019","100","",""
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","DHH",""," ","12/2016","","9588",""
"23-12-2016","BCA","90000-02238","GPR_0001","","T","C","DHH",""," ","12/2017","","7980",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","DHH",""," ","12/2017","400","",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","DHH",""," ","12/2019","","1500",""
"23-12-2016","BNP","BPSS SG","OMN_0304","","T","C","DHH",""," ","12/2020","","1500",""
"23-12-2016","BNP","CAPULA","HED_0510","BIT_0967","HG","C","DHH",""," ","12/2019","","1500",""
"23-12-2016","BNP","CAPULA","HED_0510","BIT_0967","HG","C","DHH",""," ","12/2020","","1500",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHH",""," ","12/2016","","1917",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHH",""," ","12/2017","","13811",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHH",""," ","12/2018","5575","",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHH",""," ","12/2019","100","",""
"23-12-2016","BNP","FC018","GPR_0002","","HG","RT","DHH",""," ","12/2020","1699","",""
"23-12-2016","BNP","WOODBRIDG","INS_1382","","HG","C","DHH",""," ","12/2017","400","",""
"23-12-2016","CFB","PHK12","GPR_0004","","T","C","DHH",""," ","12/2016","1282","",""
"23-12-2016","CFB","PHK12","GPR_0004","","T","C","DHH",""," ","12/2017","1436","",""
"23-12-2016","CFB","PHK15","OMN_0009","","T","C","DHH",""," ","12/2016","15891","",""
"23-12-2016","CFB","PHK15","OMN_0009","","T","C","DHH",""," ","12/2017","3275","",""
"23-12-2016","CFB","PHK15","OMN_0009","","T","C","DHH",""," ","12/2017","","150",""
"23-12-2016","CFB","PHK15","OMN_0009","","T","C","DHH",""," ","12/2018","1000","",""
"23-12-2016","CFB","PHK15-YJXOE","HED_0662","BIT_0489","T","C","DHH",""," ","12/2018","500","",""
"23-12-2016","CFB","PHK15-YMHTZ","HED_0321","BIT_0489","T","C","DHH",""," ","12/2018","500","",""
"23-12-2016","CFB","PHK15-YVTWY","HED_0730","BIT_0920","T","C","DHH",""," ","12/2016","15891","",""
"23-12-2016","CFB","PHK15-YVTWY","HED_0730","BIT_0920","T","C","DHH",""," ","12/2017","3275","",""
"23-12-2016","CFB","PHK15-YZOCQ","INS_2426","BIT_0091","T","C","DHH",""," ","12/2017","","150",""
"23-12-2016","CFB","PHK41","OMN_0087","","T","C","DHH",""," ","12/2017","1167","",""
"23-12-2016","CFB","PHK41-PAZTR","HED_0738","BIT_1399","HG","C","DHH",""," ","12/2017","1167","",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHH",""," ","12/2016","8511","",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHH",""," ","12/2017","723","",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHH",""," ","12/2018","","1320",""
"23-12-2016","CFB","PHK70","GPR_0004","","HG","C","DHH",""," ","12/2019","","50",""
"23-12-2016","CGM","HAFCGLLH","GPR_0005","","HG","C","DHH",""," ","12/2016","","15800",""
"23-12-2016","CGM","HAFCGLLH","GPR_0005","","HG","C","DHH",""," ","12/2017","","7650",""
"23-12-2016","CGM","HAFCGLLH","GPR_0005","","HG","C","DHH",""," ","12/2018","","700",""
"23-12-2016","DBT","CAP17020","HED_1525","BIT_0919","T","C","DHH",""," ","12/2016","9660","",""
"23-12-2016","DBT","CAP17020","HED_1525","BIT_0919","T","C","DHH",""," ","12/2017","5309","",""
"23-12-2016","DBT","CAP17152","HED_1625","BIT_0919","T","C","DHH",""," ","12/2017","1994","",""
"23-12-2016","DBT","CAP17152","HED_1625","BIT_0919","T","C","DHH",""," ","12/2016","2925","",""
"23-12-2016","DBT","CHA19590","INS_0167","BIT_1547","T","C","DHH",""," ","12/2016","","4489",""
"23-12-2016","DBT","HHBH7000","OMN_0012","","","C","DHH",""," ","12/2016","16215","",""
"23-12-2016","DBT","HHBH7000","OMN_0012","","","C","DHH",""," ","12/2017","7059","",""
"23-12-2016","DBT","HHBH7700","OMN_0013","","","C","DHH",""," ","12/2016","12585","",""
"23-12-2016","DBT","HHBH7700","OMN_0013","","","C","DHH",""," ","12/2016","","4489",""
"23-12-2016","DBT","HHBH7700","OMN_0013","","","C","DHH",""," ","12/2017","7303","",""
"23-12-2016","DBT","LAP19393","HED_0655","BIT_0919","T","C","DHH",""," ","12/2016","11055","",""
"23-12-2016","DBT","LAP19393","HED_0655","BIT_0919","T","C","DHH",""," ","12/2017","4715","",""
"23-12-2016","DBT","LAP19452","HED_1546","BIT_0919","T","C","DHH",""," ","12/2017","2344","",""
"23-12-2016","DBT","LAP19452","HED_1546","BIT_0919","T","C","DHH",""," ","12/2016","5160","",""
"23-12-2016","GSA","B50028474","HED_0696","BIT_0914","HG","C","DHH",""," ","12/2016","2500","",""
"23-12-2016","GSA","B50028474","HED_0696","BIT_0914","HG","C","DHH",""," ","12/2017","9650","",""
"23-12-2016","GSA","B50028474","HED_0696","BIT_0914","HG","C","DHH",""," ","12/2018","","5000",""
"23-12-2016","GSA","B50028474","HED_0696","BIT_0914","HG","C","DHH",""," ","12/2019","","3100",""
"23-12-2016","GSA","B50043772","HED_0757","BIT_0875","HG","C","DHH",""," ","12/2016","300","",""
"23-12-2016","GSA","B50043772","HED_0757","BIT_0875","HG","C","DHH",""," ","12/2017","1800","",""
"23-12-2016","GSA","B50043772","HED_0757","BIT_0875","HG","C","DHH",""," ","12/2018","","1200",""
"23-12-2016","GSA","B50043772","HED_0757","BIT_0875","HG","C","DHH",""," ","12/2019","300","",""
"23-12-2016","GSA","B50058560","HED_0730","BIT_0920","T","C","DHH",""," ","12/2016","","6891",""
"23-12-2016","GSA","B50058560","HED_0730","BIT_0920","T","C","DHH",""," ","12/2017","2500","",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","DHH",""," ","12/2017","1900","",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","DHH",""," ","12/2016","","2201",""
"23-12-2016","GSA","Q87010000","GPR_0009","","A","C","DHH",""," ","12/2018","","1500",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2018","","6200",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2016","2800","",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2016","","6891",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2019","300","",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2019","","3100",""
"23-12-2016","GSA","Q87076100","OMN_0020","","T","C","DHH",""," ","12/2017","13950","",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","DHH",""," ","12/2017","500","",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","DHH",""," ","12/2016","1600","",""
"23-12-2016","GSA","Q87082000","GPR_0009","","HG/A","C","DHH",""," ","12/2018","110","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHH",""," ","12/2016","6330","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHH",""," ","12/2017","","9939",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHH",""," ","12/2018","4550","",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHH",""," ","12/2019","","750",""
"23-12-2016","HKB","HH008M","GPR_0025","","HG","H","DHH",""," ","12/2020","","500",""
"23-12-2016","HKB","HH008M_HHD04M","GPR_0025","","HG","H","DHH",""," ","12/2016","","950",""
"23-12-2016","HKB","HH008M_HHD04M","GPR_0025","","HG","H","DHH",""," ","12/2018","","1500",""
"23-12-2016","HKB","HH008M_HHD04M","GPR_0025","","HG","H","DHH",""," ","12/2017","900","",""
"23-12-2016","HKB","HS004M_HHD04M","INV_0057","BIT_1549","HG","H","DHH",""," ","12/2017","900","",""
"23-12-2016","HKB","HS004M_HHD04M","INV_0057","BIT_1549","HG","H","DHH",""," ","12/2018","","1500",""
"23-12-2016","HKB","HS004M_HHD04M","INV_0057","BIT_1549","HG","H","DHH",""," ","12/2016","","950",""
"23-12-2016","JPM","34777","INS_1334","BIT_0991","HG","C","DHH",""," ","12/2016","3000","",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHH",""," ","12/2017","","5082",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHH",""," ","12/2019","","1150",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHH",""," ","12/2016","","9449",""
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","DHH",""," ","12/2018","","1540",""
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","DHH",""," ","12/2018","","1301",""
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","DHH",""," ","12/2017","1186","",""
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","DHH",""," ","12/2016","","600",""
"23-12-2016","JPM","XHKC1","OMN_0025","","","C","DHH",""," ","12/2016","3000","",""
"23-12-2016","MLF","95U07799","HED_0720","BIT_0994","T","C","DHH",""," ","12/2018","2000","",""
"23-12-2016","MLF","MLH:MLF04","GPR_0014","","HG","C","DHH",""," ","12/2016","","2269",""
"23-12-2016","MLF","MLH:MLF04","GPR_0014","","HG","C","DHH",""," ","12/2017","13708","",""
"23-12-2016","MLF","MLH:MLF04","GPR_0014","","HG","C","DHH",""," ","12/2018","","500",""
"23-12-2016","MLF","MLH:MLF10","OMN_0029","","HG/T","C","DHH",""," ","12/2018","2000","",""
"23-12-2016","MSA","002A00055-H","GPR_0017","","HG","H","DHH",""," ","12/2017","","13967",""
"23-12-2016","MSA","002A00055-H","GPR_0017","","HG","H","DHH",""," ","12/2018","","4475",""
"23-12-2016","NRA","101L2211","INS_0868","","HG/T/A","C","DHH",""," ","12/2016","","420",""
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","DHH",""," ","12/2016","105","",""
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","DHH",""," ","12/2016","","7827",""
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","DHH",""," ","12/2017","","4815",""
"23-12-2016","SGS","03152/0NT01","INV_0034","","HG/T","C","DHH",""," ","12/2016","1228","",""
