"Trade Date","Product Code","Strike","Option Type","Contract Month","Market OI by Series"
"23-12-2016","A50","","","12/2016","438"
"23-12-2016","A50","","","01/2017","27"
"23-12-2016","A50","","","03/2017","7"
"23-12-2016","A50","","","06/2017","4"
"23-12-2016","ABC","","","03/2017","12"
"23-12-2016","ALC","","","12/2016","50"
"23-12-2016","ALC","","","01/2017","15"
"23-12-2016","AMC","","","12/2016","30"
"23-12-2016","AMC","","","02/2017","6"
"23-12-2016","AMC","","","03/2017","35"
"23-12-2016","BCL","","","12/2016","60"
"23-12-2016","BCL","","","01/2017","5"
"23-12-2016","BCL","","","03/2017","41"
"23-12-2016","BCL","","","06/2017","180"
"23-12-2016","BCM","","","01/2017","5"
"23-12-2016","BCM","","","06/2017","10"
"23-12-2016","BEA","","","01/2017","50"
"23-12-2016","BEA","","","06/2017","110"
"23-12-2016","BOC","","","12/2016","10"
"23-12-2016","BOC","","","02/2017","1"
"23-12-2016","CAU","","","01/2017","4"
"23-12-2016","CAU","","","03/2017","2"
"23-12-2016","CAU","","","06/2017","2"
"23-12-2016","CCB","","","12/2016","5"
"23-12-2016","CCB","","","01/2017","1"
"23-12-2016","CCB","","","03/2017","110"
"23-12-2016","CCB","","","06/2017","20"
"23-12-2016","CCC","","","12/2016","45"
"23-12-2016","CCC","","","01/2017","32"
"23-12-2016","CCC","","","03/2017","13"
"23-12-2016","CCC","","","06/2017","9"
"23-12-2016","CDA","","","12/2016","1"
"23-12-2016","CEU","","","01/2017","33"
"23-12-2016","CEU","","","02/2017","10"
"23-12-2016","CEU","","","03/2017","22"
"23-12-2016","CEU","","","06/2017","12"
"23-12-2016","CHHF","","","12/2016","6"
"23-12-2016","CHHF","","","01/2017","16"
"23-12-2016","CHT","","","12/2016","236"
"23-12-2016","CHT","","","01/2017","156"
"23-12-2016","CHT","","","02/2017","51"
"23-12-2016","CHT","","","03/2017","40"
"23-12-2016","CHT","","","06/2017","1"
"23-12-2016","CHU","","","12/2016","11"
"23-12-2016","CHU","","","01/2017","14"
"23-12-2016","CHU","","","03/2017","1"
"23-12-2016","CHU","","","06/2017","24"
"23-12-2016","CIT","","","12/2016","18"
"23-12-2016","CIT","","","01/2017","3"
"23-12-2016","CIT","","","06/2017","12"
"23-12-2016","CJP","","","01/2017","3"
"23-12-2016","CJP","","","03/2017","3"
"23-12-2016","CKH","","","12/2016","95"
"23-12-2016","CKH","","","01/2017","16"
"23-12-2016","CKH","","","02/2017","11"
"23-12-2016","CKH","","","03/2017","10"
"23-12-2016","CKH","","","06/2017","181"
"23-12-2016","CLI","","","12/2016","93"
"23-12-2016","CLI","","","01/2017","88"
"23-12-2016","CLI","","","02/2017","14"
"23-12-2016","CLI","","","03/2017","22"
"23-12-2016","CLI","","","06/2017","62"
"23-12-2016","CLP","","","12/2016","8"
"23-12-2016","CLP","","","01/2017","7"
"23-12-2016","CMB","","","12/2016","6"
"23-12-2016","CMB","","","01/2017","34"
"23-12-2016","CNC","","","12/2016","49"
"23-12-2016","CNC","","","01/2017","13"
"23-12-2016","CNC","","","02/2017","6"
"23-12-2016","CNC","","","03/2017","27"
"23-12-2016","CNC","","","06/2017","44"
"23-12-2016","CPA","","","12/2016","42"
"23-12-2016","CPA","","","01/2017","25"
"23-12-2016","CPC","","","12/2016","20"
"23-12-2016","CPC","","","01/2017","4"
"23-12-2016","CPC","","","02/2017","3"
"23-12-2016","CPC","","","03/2017","1"
"23-12-2016","CSA","","","12/2016","94"
"23-12-2016","CSA","","","01/2017","27"
"23-12-2016","CSA","","","02/2017","9"
"23-12-2016","CSA","","","03/2017","5"
"23-12-2016","CSE","","","12/2016","2"
"23-12-2016","CTB","","","03/2017","14"
"23-12-2016","CTC","","","12/2016","10"
"23-12-2016","CTC","","","01/2017","4"
"23-12-2016","CUS","","","01/2017","3538"
"23-12-2016","CUS","","","02/2017","676"
"23-12-2016","CUS","","","03/2017","11361"
"23-12-2016","CUS","","","04/2017","99"
"23-12-2016","CUS","","","06/2017","7625"
"23-12-2016","CUS","","","09/2017","8211"
"23-12-2016","CUS","","","12/2017","9189"
"23-12-2016","CUS","","","03/2018","3579"
"23-12-2016","DHH","","","12/2016","74579"
"23-12-2016","DHH","","","12/2017","70638"
"23-12-2016","DHH","","","12/2018","25261"
"23-12-2016","DHH","","","12/2019","9950"
"23-12-2016","DHH","","","12/2020","2010"
"23-12-2016","DHS","","","12/2016","3359"
"23-12-2016","DHS","","","12/2017","971"
"23-12-2016","DHS","","","12/2018","2550"
"23-12-2016","DHS","","","12/2019","501"
"23-12-2016","ESP","","","01/2017","7"
"23-12-2016","FIH","","","01/2017","19"
"23-12-2016","HB3F","","","09/2017","20"
"23-12-2016","HB3F","","","12/2017","20"
"23-12-2016","HEH","","","01/2017","4"
"23-12-2016","HEX","","","12/2016","379"
"23-12-2016","HEX","","","01/2017","129"
"23-12-2016","HEX","","","02/2017","43"
"23-12-2016","HEX","","","03/2017","56"
"23-12-2016","HEX","","","06/2017","178"
"23-12-2016","HHIF","","","12/2016","244713"
"23-12-2016","HHIF","","","01/2017","200889"
"23-12-2016","HHIF","","","03/2017","41277"
"23-12-2016","HHIF","","","06/2017","20059"
"23-12-2016","HHIO","2000","C","12/2016","10"
"23-12-2016","HHIO","2000","P","12/2016","17906"
"23-12-2016","HHIO","2200","P","12/2016","51"
"23-12-2016","HHIO","2800","C","12/2016","11"
"23-12-2016","HHIO","2800","P","12/2016","10901"
"23-12-2016","HHIO","3000","C","12/2016","2"
"23-12-2016","HHIO","3000","P","12/2016","501"
"23-12-2016","HHIO","3200","P","12/2016","14"
"23-12-2016","HHIO","3400","P","12/2016","38"
"23-12-2016","HHIO","3600","P","12/2016","55"
"23-12-2016","HHIO","3800","P","12/2016","71"
"23-12-2016","HHIO","4000","P","12/2016","33177"
"23-12-2016","HHIO","4900","P","12/2016","675"
"23-12-2016","HHIO","5000","P","12/2016","31576"
"23-12-2016","HHIO","5100","P","12/2016","137"
"23-12-2016","HHIO","5200","P","12/2016","195"
"23-12-2016","HHIO","5300","P","12/2016","57"
"23-12-2016","HHIO","5400","P","12/2016","160"
"23-12-2016","HHIO","5500","P","12/2016","107"
"23-12-2016","HHIO","5600","P","12/2016","7761"
"23-12-2016","HHIO","5700","P","12/2016","173"
"23-12-2016","HHIO","5800","P","12/2016","1513"
"23-12-2016","HHIO","5900","P","12/2016","225"
"23-12-2016","HHIO","6000","C","12/2016","26"
"23-12-2016","HHIO","6000","P","12/2016","83428"
"23-12-2016","HHIO","6100","P","12/2016","214"
"23-12-2016","HHIO","6200","C","12/2016","500"
"23-12-2016","HHIO","6200","P","12/2016","3756"
"23-12-2016","HHIO","6300","P","12/2016","538"
"23-12-2016","HHIO","6400","C","12/2016","620"
"23-12-2016","HHIO","6400","P","12/2016","5140"
"23-12-2016","HHIO","6500","C","12/2016","750"
"23-12-2016","HHIO","6500","P","12/2016","2750"
"23-12-2016","HHIO","6600","P","12/2016","10969"
"23-12-2016","HHIO","6700","P","12/2016","918"
"23-12-2016","HHIO","6800","P","12/2016","7333"
"23-12-2016","HHIO","6900","P","12/2016","359"
"23-12-2016","HHIO","7000","C","12/2016","500"
"23-12-2016","HHIO","7000","P","12/2016","26156"
"23-12-2016","HHIO","7100","P","12/2016","1553"
"23-12-2016","HHIO","7200","C","12/2016","1020"
"23-12-2016","HHIO","7200","P","12/2016","15910"
"23-12-2016","HHIO","7300","P","12/2016","481"
"23-12-2016","HHIO","7400","C","12/2016","802"
"23-12-2016","HHIO","7400","P","12/2016","24186"
"23-12-2016","HHIO","7500","P","12/2016","2150"
"23-12-2016","HHIO","7600","C","12/2016","5003"
"23-12-2016","HHIO","7600","P","12/2016","19359"
"23-12-2016","HHIO","7700","C","12/2016","30"
"23-12-2016","HHIO","7700","P","12/2016","587"
"23-12-2016","HHIO","7800","C","12/2016","12565"
"23-12-2016","HHIO","7800","P","12/2016","9627"
"23-12-2016","HHIO","7900","C","12/2016","959"
"23-12-2016","HHIO","7900","P","12/2016","2805"
"23-12-2016","HHIO","8000","C","12/2016","30815"
"23-12-2016","HHIO","8000","P","12/2016","51383"
"23-12-2016","HHIO","8200","C","12/2016","12699"
"23-12-2016","HHIO","8200","P","12/2016","15782"
"23-12-2016","HHIO","8400","C","12/2016","24178"
"23-12-2016","HHIO","8400","P","12/2016","31086"
"23-12-2016","HHIO","8600","C","12/2016","36117"
"23-12-2016","HHIO","8600","P","12/2016","28607"
"23-12-2016","HHIO","8800","C","12/2016","13858"
"23-12-2016","HHIO","8800","P","12/2016","28947"
"23-12-2016","HHIO","9000","C","12/2016","31436"
"23-12-2016","HHIO","9000","P","12/2016","40648"
"23-12-2016","HHIO","9200","C","12/2016","26726"
"23-12-2016","HHIO","9200","P","12/2016","38723"
"23-12-2016","HHIO","9400","C","12/2016","14240"
"23-12-2016","HHIO","9400","P","12/2016","17770"
"23-12-2016","HHIO","9600","C","12/2016","39049"
"23-12-2016","HHIO","9600","P","12/2016","37796"
"23-12-2016","HHIO","9800","C","12/2016","18285"
"23-12-2016","HHIO","9800","P","12/2016","11184"
"23-12-2016","HHIO","10000","C","12/2016","40877"
"23-12-2016","HHIO","10000","P","12/2016","29433"
"23-12-2016","HHIO","10200","C","12/2016","15347"
"23-12-2016","HHIO","10200","P","12/2016","531"
"23-12-2016","HHIO","10400","C","12/2016","26439"
"23-12-2016","HHIO","10400","P","12/2016","13374"
"23-12-2016","HHIO","10600","C","12/2016","20556"
"23-12-2016","HHIO","10600","P","12/2016","5"
"23-12-2016","HHIO","10800","C","12/2016","19339"
"23-12-2016","HHIO","10800","P","12/2016","12515"
"23-12-2016","HHIO","11000","C","12/2016","22718"
"23-12-2016","HHIO","11000","P","12/2016","3"
"23-12-2016","HHIO","11200","C","12/2016","19772"
"23-12-2016","HHIO","11200","P","12/2016","9650"
"23-12-2016","HHIO","11400","C","12/2016","5729"
"23-12-2016","HHIO","11600","C","12/2016","12786"
"23-12-2016","HHIO","11600","P","12/2016","6260"
"23-12-2016","HHIO","11800","C","12/2016","1187"
"23-12-2016","HHIO","12000","C","12/2016","23649"
"23-12-2016","HHIO","12000","P","12/2016","8350"
"23-12-2016","HHIO","12200","C","12/2016","209"
"23-12-2016","HHIO","12400","C","12/2016","214"
"23-12-2016","HHIO","12600","C","12/2016","8184"
"23-12-2016","HHIO","12600","P","12/2016","1334"
"23-12-2016","HHIO","12800","C","12/2016","10"
"23-12-2016","HHIO","13200","C","12/2016","13605"
"23-12-2016","HHIO","13200","P","12/2016","3575"
"23-12-2016","HHIO","13800","C","12/2016","13110"
"23-12-2016","HHIO","13800","P","12/2016","4599"
"23-12-2016","HHIO","14400","C","12/2016","5534"
"23-12-2016","HHIO","14400","P","12/2016","2356"
"23-12-2016","HHIO","15000","C","12/2016","6356"
"23-12-2016","HHIO","15000","P","12/2016","650"
"23-12-2016","HHIO","15800","C","12/2016","1489"
"23-12-2016","HHIO","16600","C","12/2016","3248"
"23-12-2016","HHIO","16600","P","12/2016","5"
"23-12-2016","HHIO","17400","C","12/2016","948"
"23-12-2016","HHIO","17400","P","12/2016","5"
"23-12-2016","HHIO","18200","C","12/2016","92"
"23-12-2016","HHIO","18200","P","12/2016","15"
"23-12-2016","HHIO","21000","C","12/2016","2461"
"23-12-2016","HHIO","21000","P","12/2016","176"
"23-12-2016","HHIO","6100","P","01/2017","113"
"23-12-2016","HHIO","6200","P","01/2017","147"
"23-12-2016","HHIO","6300","P","01/2017","1140"
"23-12-2016","HHIO","6400","P","01/2017","691"
"23-12-2016","HHIO","6500","P","01/2017","601"
"23-12-2016","HHIO","6600","C","01/2017","30"
"23-12-2016","HHIO","6600","P","01/2017","1876"
"23-12-2016","HHIO","6700","P","01/2017","237"
"23-12-2016","HHIO","6800","P","01/2017","285"
"23-12-2016","HHIO","6900","P","01/2017","567"
"23-12-2016","HHIO","7000","P","01/2017","301"
"23-12-2016","HHIO","7100","P","01/2017","320"
"23-12-2016","HHIO","7200","P","01/2017","280"
"23-12-2016","HHIO","7300","P","01/2017","159"
"23-12-2016","HHIO","7400","P","01/2017","305"
"23-12-2016","HHIO","7500","P","01/2017","113"
"23-12-2016","HHIO","7600","P","01/2017","341"
"23-12-2016","HHIO","7700","P","01/2017","365"
"23-12-2016","HHIO","7800","P","01/2017","1399"
"23-12-2016","HHIO","7900","P","01/2017","788"
"23-12-2016","HHIO","8000","P","01/2017","1830"
"23-12-2016","HHIO","8200","P","01/2017","3303"
"23-12-2016","HHIO","8400","P","01/2017","7084"
"23-12-2016","HHIO","8600","C","01/2017","1"
"23-12-2016","HHIO","8600","P","01/2017","6356"
"23-12-2016","HHIO","8800","C","01/2017","90"
"23-12-2016","HHIO","8800","P","01/2017","6580"
"23-12-2016","HHIO","9000","C","01/2017","273"
"23-12-2016","HHIO","9000","P","01/2017","18398"
"23-12-2016","HHIO","9200","C","01/2017","1782"
"23-12-2016","HHIO","9200","P","01/2017","9772"
"23-12-2016","HHIO","9400","C","01/2017","2927"
"23-12-2016","HHIO","9400","P","01/2017","4937"
"23-12-2016","HHIO","9600","C","01/2017","8023"
"23-12-2016","HHIO","9600","P","01/2017","9326"
"23-12-2016","HHIO","9800","C","01/2017","4384"
"23-12-2016","HHIO","9800","P","01/2017","2046"
"23-12-2016","HHIO","10000","C","01/2017","10794"
"23-12-2016","HHIO","10000","P","01/2017","780"
"23-12-2016","HHIO","10200","C","01/2017","4548"
"23-12-2016","HHIO","10200","P","01/2017","57"
"23-12-2016","HHIO","10400","C","01/2017","5646"
"23-12-2016","HHIO","10400","P","01/2017","1"
"23-12-2016","HHIO","10600","C","01/2017","8430"
"23-12-2016","HHIO","10800","C","01/2017","1244"
"23-12-2016","HHIO","11000","C","01/2017","1710"
"23-12-2016","HHIO","11200","C","01/2017","675"
"23-12-2016","HHIO","11400","C","01/2017","324"
"23-12-2016","HHIO","11600","C","01/2017","76"
"23-12-2016","HHIO","11800","C","01/2017","34"
"23-12-2016","HHIO","12000","C","01/2017","82"
"23-12-2016","HHIO","12200","C","01/2017","123"
"23-12-2016","HHIO","12400","C","01/2017","73"
"23-12-2016","HHIO","12800","C","01/2017","1"
"23-12-2016","HHIO","6100","P","02/2017","15"
"23-12-2016","HHIO","6500","P","02/2017","14"
"23-12-2016","HHIO","6800","P","02/2017","75"
"23-12-2016","HHIO","6900","P","02/2017","42"
"23-12-2016","HHIO","7000","P","02/2017","454"
"23-12-2016","HHIO","7100","P","02/2017","151"
"23-12-2016","HHIO","7200","P","02/2017","517"
"23-12-2016","HHIO","7300","P","02/2017","152"
"23-12-2016","HHIO","7400","P","02/2017","360"
"23-12-2016","HHIO","7500","P","02/2017","263"
"23-12-2016","HHIO","7600","P","02/2017","384"
"23-12-2016","HHIO","7700","P","02/2017","125"
"23-12-2016","HHIO","7800","P","02/2017","2092"
"23-12-2016","HHIO","7900","P","02/2017","174"
"23-12-2016","HHIO","8000","C","02/2017","2"
"23-12-2016","HHIO","8000","P","02/2017","1446"
"23-12-2016","HHIO","8200","P","02/2017","2129"
"23-12-2016","HHIO","8400","P","02/2017","1571"
"23-12-2016","HHIO","8600","P","02/2017","1352"
"23-12-2016","HHIO","8800","C","02/2017","100"
"23-12-2016","HHIO","8800","P","02/2017","2977"
"23-12-2016","HHIO","9000","C","02/2017","73"
"23-12-2016","HHIO","9000","P","02/2017","2822"
"23-12-2016","HHIO","9200","C","02/2017","540"
"23-12-2016","HHIO","9200","P","02/2017","2439"
"23-12-2016","HHIO","9400","C","02/2017","1547"
"23-12-2016","HHIO","9400","P","02/2017","4633"
"23-12-2016","HHIO","9600","C","02/2017","1646"
"23-12-2016","HHIO","9600","P","02/2017","1674"
"23-12-2016","HHIO","9800","C","02/2017","1239"
"23-12-2016","HHIO","9800","P","02/2017","916"
"23-12-2016","HHIO","10000","C","02/2017","1821"
"23-12-2016","HHIO","10000","P","02/2017","1357"
"23-12-2016","HHIO","10200","C","02/2017","1641"
"23-12-2016","HHIO","10200","P","02/2017","82"
"23-12-2016","HHIO","10400","C","02/2017","2137"
"23-12-2016","HHIO","10400","P","02/2017","7"
"23-12-2016","HHIO","10600","C","02/2017","1551"
"23-12-2016","HHIO","10600","P","02/2017","1"
"23-12-2016","HHIO","10800","C","02/2017","142"
"23-12-2016","HHIO","11000","C","02/2017","1039"
"23-12-2016","HHIO","11200","C","02/2017","50"
"23-12-2016","HHIO","11400","C","02/2017","14"
"23-12-2016","HHIO","11600","C","02/2017","8"
"23-12-2016","HHIO","4900","P","03/2017","51"
"23-12-2016","HHIO","5000","P","03/2017","137"
"23-12-2016","HHIO","5100","P","03/2017","24"
"23-12-2016","HHIO","5200","P","03/2017","2"
"23-12-2016","HHIO","5300","P","03/2017","153"
"23-12-2016","HHIO","5400","P","03/2017","12"
"23-12-2016","HHIO","5500","P","03/2017","3"
"23-12-2016","HHIO","5600","P","03/2017","5"
"23-12-2016","HHIO","5700","P","03/2017","3"
"23-12-2016","HHIO","5800","P","03/2017","421"
"23-12-2016","HHIO","5900","P","03/2017","4"
"23-12-2016","HHIO","6000","P","03/2017","26259"
"23-12-2016","HHIO","6100","P","03/2017","18"
"23-12-2016","HHIO","6200","P","03/2017","15"
"23-12-2016","HHIO","6300","P","03/2017","682"
"23-12-2016","HHIO","6400","P","03/2017","395"
"23-12-2016","HHIO","6500","P","03/2017","215"
"23-12-2016","HHIO","6600","P","03/2017","1135"
"23-12-2016","HHIO","6700","P","03/2017","169"
"23-12-2016","HHIO","6800","P","03/2017","559"
"23-12-2016","HHIO","6900","P","03/2017","7"
"23-12-2016","HHIO","7000","P","03/2017","7355"
"23-12-2016","HHIO","7100","P","03/2017","48"
"23-12-2016","HHIO","7200","P","03/2017","2763"
"23-12-2016","HHIO","7300","P","03/2017","137"
"23-12-2016","HHIO","7400","P","03/2017","2458"
"23-12-2016","HHIO","7500","P","03/2017","99"
"23-12-2016","HHIO","7600","P","03/2017","6950"
"23-12-2016","HHIO","7700","P","03/2017","167"
"23-12-2016","HHIO","7800","C","03/2017","61"
"23-12-2016","HHIO","7800","P","03/2017","3054"
"23-12-2016","HHIO","7900","P","03/2017","185"
"23-12-2016","HHIO","8000","C","03/2017","358"
"23-12-2016","HHIO","8000","P","03/2017","13939"
"23-12-2016","HHIO","8200","C","03/2017","2114"
"23-12-2016","HHIO","8200","P","03/2017","5253"
"23-12-2016","HHIO","8400","C","03/2017","1146"
"23-12-2016","HHIO","8400","P","03/2017","12322"
"23-12-2016","HHIO","8600","C","03/2017","725"
"23-12-2016","HHIO","8600","P","03/2017","9952"
"23-12-2016","HHIO","8800","C","03/2017","1116"
"23-12-2016","HHIO","8800","P","03/2017","10308"
"23-12-2016","HHIO","9000","C","03/2017","1945"
"23-12-2016","HHIO","9000","P","03/2017","12449"
"23-12-2016","HHIO","9200","C","03/2017","2187"
"23-12-2016","HHIO","9200","P","03/2017","8925"
"23-12-2016","HHIO","9400","C","03/2017","5706"
"23-12-2016","HHIO","9400","P","03/2017","10609"
"23-12-2016","HHIO","9600","C","03/2017","13879"
"23-12-2016","HHIO","9600","P","03/2017","15561"
"23-12-2016","HHIO","9800","C","03/2017","5634"
"23-12-2016","HHIO","9800","P","03/2017","6506"
"23-12-2016","HHIO","10000","C","03/2017","12512"
"23-12-2016","HHIO","10000","P","03/2017","4502"
"23-12-2016","HHIO","10200","C","03/2017","3044"
"23-12-2016","HHIO","10200","P","03/2017","303"
"23-12-2016","HHIO","10400","C","03/2017","8368"
"23-12-2016","HHIO","10400","P","03/2017","626"
"23-12-2016","HHIO","10600","C","03/2017","7514"
"23-12-2016","HHIO","10600","P","03/2017","2"
"23-12-2016","HHIO","10800","C","03/2017","7849"
"23-12-2016","HHIO","11000","C","03/2017","9409"
"23-12-2016","HHIO","11200","C","03/2017","4785"
"23-12-2016","HHIO","11200","P","03/2017","376"
"23-12-2016","HHIO","11400","C","03/2017","1257"
"23-12-2016","HHIO","11400","P","03/2017","350"
"23-12-2016","HHIO","11600","C","03/2017","2470"
"23-12-2016","HHIO","11800","C","03/2017","2996"
"23-12-2016","HHIO","12000","C","03/2017","2062"
"23-12-2016","HHIO","12200","C","03/2017","138"
"23-12-2016","HHIO","12400","C","03/2017","7086"
"23-12-2016","HHIO","12600","C","03/2017","101"
"23-12-2016","HHIO","13000","C","03/2017","100"
"23-12-2016","HHIO","13200","C","03/2017","2"
"23-12-2016","HHIO","5600","P","06/2017","377"
"23-12-2016","HHIO","5800","C","06/2017","2"
"23-12-2016","HHIO","5800","P","06/2017","25"
"23-12-2016","HHIO","5900","P","06/2017","54"
"23-12-2016","HHIO","6000","P","06/2017","4318"
"23-12-2016","HHIO","6100","P","06/2017","15"
"23-12-2016","HHIO","6200","P","06/2017","41"
"23-12-2016","HHIO","6300","P","06/2017","5"
"23-12-2016","HHIO","6400","P","06/2017","587"
"23-12-2016","HHIO","6500","P","06/2017","52"
"23-12-2016","HHIO","6600","C","06/2017","2"
"23-12-2016","HHIO","6600","P","06/2017","11"
"23-12-2016","HHIO","6700","P","06/2017","15"
"23-12-2016","HHIO","6800","P","06/2017","25"
"23-12-2016","HHIO","6900","P","06/2017","5"
"23-12-2016","HHIO","7000","P","06/2017","11717"
"23-12-2016","HHIO","7100","P","06/2017","28"
"23-12-2016","HHIO","7200","C","06/2017","990"
"23-12-2016","HHIO","7200","P","06/2017","3808"
"23-12-2016","HHIO","7300","P","06/2017","2"
"23-12-2016","HHIO","7400","C","06/2017","9"
"23-12-2016","HHIO","7400","P","06/2017","600"
"23-12-2016","HHIO","7500","P","06/2017","71"
"23-12-2016","HHIO","7600","P","06/2017","5201"
"23-12-2016","HHIO","7700","P","06/2017","8"
"23-12-2016","HHIO","7800","C","06/2017","600"
"23-12-2016","HHIO","7800","P","06/2017","7004"
"23-12-2016","HHIO","7900","P","06/2017","13"
"23-12-2016","HHIO","8000","C","06/2017","5675"
"23-12-2016","HHIO","8000","P","06/2017","10269"
"23-12-2016","HHIO","8200","P","06/2017","882"
"23-12-2016","HHIO","8400","C","06/2017","3965"
"23-12-2016","HHIO","8400","P","06/2017","13784"
"23-12-2016","HHIO","8600","C","06/2017","2"
"23-12-2016","HHIO","8600","P","06/2017","8146"
"23-12-2016","HHIO","8800","C","06/2017","3339"
"23-12-2016","HHIO","8800","P","06/2017","7117"
"23-12-2016","HHIO","9000","C","06/2017","7006"
"23-12-2016","HHIO","9000","P","06/2017","21349"
"23-12-2016","HHIO","9200","C","06/2017","4448"
"23-12-2016","HHIO","9200","P","06/2017","4184"
"23-12-2016","HHIO","9400","C","06/2017","8882"
"23-12-2016","HHIO","9400","P","06/2017","7903"
"23-12-2016","HHIO","9600","C","06/2017","27608"
"23-12-2016","HHIO","9600","P","06/2017","25592"
"23-12-2016","HHIO","9800","C","06/2017","6589"
"23-12-2016","HHIO","9800","P","06/2017","4070"
"23-12-2016","HHIO","10000","C","06/2017","9247"
"23-12-2016","HHIO","10000","P","06/2017","1800"
"23-12-2016","HHIO","10200","C","06/2017","2162"
"23-12-2016","HHIO","10200","P","06/2017","1"
"23-12-2016","HHIO","10400","C","06/2017","7473"
"23-12-2016","HHIO","10400","P","06/2017","1375"
"23-12-2016","HHIO","10600","C","06/2017","3631"
"23-12-2016","HHIO","10600","P","06/2017","27"
"23-12-2016","HHIO","10800","C","06/2017","8584"
"23-12-2016","HHIO","10800","P","06/2017","106"
"23-12-2016","HHIO","11000","C","06/2017","18603"
"23-12-2016","HHIO","11200","C","06/2017","9048"
"23-12-2016","HHIO","11200","P","06/2017","700"
"23-12-2016","HHIO","11400","C","06/2017","11308"
"23-12-2016","HHIO","11600","C","06/2017","5691"
"23-12-2016","HHIO","11800","C","06/2017","241"
"23-12-2016","HHIO","12000","C","06/2017","12001"
"23-12-2016","HHIO","12000","P","06/2017","206"
"23-12-2016","HHIO","12200","C","06/2017","78"
"23-12-2016","HHIO","12400","C","06/2017","153"
"23-12-2016","HHIO","12600","C","06/2017","187"
"23-12-2016","HHIO","12800","C","06/2017","3"
"23-12-2016","HHIO","13000","C","06/2017","1500"
"23-12-2016","HHIO","13000","P","06/2017","1"
"23-12-2016","HHIO","13200","C","06/2017","127"
"23-12-2016","HHIO","13200","P","06/2017","1"
"23-12-2016","HHIO","13800","C","06/2017","59"
"23-12-2016","HHIO","13800","P","06/2017","6"
"23-12-2016","HHIO","14400","C","06/2017","394"
"23-12-2016","HHIO","14400","P","06/2017","1"
"23-12-2016","HHIO","15000","C","06/2017","190"
"23-12-2016","HHIO","15800","C","06/2017","314"
"23-12-2016","HHIO","16600","C","06/2017","245"
"23-12-2016","HHIO","16600","P","06/2017","5"
"23-12-2016","HHIO","17400","C","06/2017","35"
"23-12-2016","HHIO","17400","P","06/2017","10"
"23-12-2016","HHIO","18200","C","06/2017","10"
"23-12-2016","HHIO","18200","P","06/2017","5"
"23-12-2016","HHIO","6100","C","09/2017","52"
"23-12-2016","HHIO","6100","P","09/2017","254"
"23-12-2016","HHIO","6200","P","09/2017","213"
"23-12-2016","HHIO","6300","P","09/2017","31"
"23-12-2016","HHIO","6400","P","09/2017","2"
"23-12-2016","HHIO","6500","P","09/2017","27"
"23-12-2016","HHIO","6600","P","09/2017","15"
"23-12-2016","HHIO","6700","P","09/2017","5"
"23-12-2016","HHIO","6800","P","09/2017","82"
"23-12-2016","HHIO","6900","P","09/2017","20"
